step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,J0_stopped,J0_stopped_cross_check,J0_accumulated_waiting_time,J0_average_speed,J0_average_speed_2,J0_average_speed_cross_check,J0_average_co2_emission_tl,J0_average_co_emission_tl,J0_average_fuel_consumption_tl,J0_average_noise_emission_tl,J0_average_co2_emission,J0_average_co_emission,J0_average_fuel_consumptions,J0_average_noise_emissions,agents_total_stopped,agents_total_accumulated_waiting_time,reward
5.0,0,0.0,0.0,3.2,0,0,0.0,0.1623403551207306,3.2,3.2,2957.2128888888888,119.33884444444446,1.27123066786463,60.76428739749968,2957.2128888888888,119.33884444444446,1.27123066786463,60.76428739749968,0,0.0,0.0
10.0,0,0.0,0.0,7.199999999999999,0,0,0.0,0.36526579902164386,7.199999999999999,7.199999999999999,3598.906222222222,79.22817777777779,1.5470401916741536,62.79428101007735,3598.906222222222,79.22817777777779,1.5470401916741536,62.79428101007735,0,0.0,0.0
15.0,0,0.0,0.0,7.085714285714287,0,0,0.0,0.36021630900104323,7.085714285714287,7.085714285714287,3754.258984126985,93.19481904761908,1.6138234372994484,62.968867467200766,3754.258984126985,93.19481904761906,1.6138234372994484,62.968867467200766,0,0.0,0.0
20.0,0,0.0,0.0,11.085714285714287,0,0,0.0,0.5650127024148058,11.085714285714289,11.085714285714287,4639.975174603176,71.09659682539686,1.9945321182561082,65.13957262589578,4639.975174603176,71.09659682539686,1.9945321182561082,65.13957262589578,0,0.0,0.0
25.0,3,0.0,0.0,10.449665797007823,3,3,0.0,0.5327713911618479,10.449665797007823,10.449665797007823,4411.296701334706,89.66396490018603,1.8962451591846623,63.73356379811069,4411.296701334705,89.66396490018602,1.8962451591846623,63.73356379811069,3,0.0,0.0
30.0,0,0.0,0.0,13.214277904512315,0,0,0.0,0.6721827367681424,13.214277904512318,13.214277904512315,3767.1278698098954,49.85093226340182,1.6193399490418154,65.70009376034388,3767.1278698098954,49.85093226340182,1.6193399490418154,65.70009376034389,0,0.0,0.0
35.0,0,0.0,0.0,14.667439126190349,0,0,0.0,0.7504697803883864,14.66743912619035,14.667439126190349,3570.433586271848,34.37294222222225,1.5347804805514114,65.93980611838667,3570.433586271848,34.37294222222225,1.5347804805514114,65.93980611838666,0,0.0,0.0
40.0,3,4.0,0.3076923076923077,8.40252844922216,3,3,4.0,0.4261245854737791,8.350097840699389,8.40252844922216,3242.056475798121,67.38405185185188,1.3936397881761184,60.48770817149747,3298.560271131807,67.35836374901555,1.4179279708514785,60.74584822971222,3,4.0,-0.04
45.0,2,13.0,1.0,10.461546680099291,2,2,13.0,0.5800673204140783,11.304254781162378,10.461546680099291,3536.165609961585,68.69239595959594,1.5200643151907394,64.08647808071306,3521.7472213278766,73.1571385959623,1.5138690403891957,63.79520811182792,2,13.0,-0.09
50.0,2,23.0,1.4375,8.771676233451156,2,2,22.0,0.47270882247922347,8.610473457227824,8.771676233451156,3456.31452495587,83.73070100492923,1.4857448282766634,62.043690263187074,3375.029438963762,79.10067072439699,1.4508038715795777,62.08091859792076,2,22.0,-0.09
