step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,J0_stopped,J0_accumulated_waiting_time,J0_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time,reward
5.0,1,0.0,0.0,2.56,1,0.0,0.12926064660537673,1,0.0,0.0
10.0,0,0.0,0.0,5.599999999999999,0,0.0,0.279950512035531,0,0.0,0.0
15.0,0,0.0,0.0,6.880000000000001,0,0.0,0.3495134136187425,0,0.0,0.0
20.0,0,0.0,0.0,10.109090909090911,0,0.0,0.5214731244517817,0,0.0,0.0
25.0,1,0.0,0.0,10.417886592503688,1,0.0,0.5407396740319012,1,0.0,0.0
30.0,0,0.0,0.0,12.920150900814573,0,0.0,0.6720813265713226,0,0.0,0.0
35.0,0,0.0,0.0,12.790493288441079,0,0.0,0.6662697675185378,0,0.0,0.0
40.0,2,3.0,0.13636363636363635,10.728083621491256,2,3.0,0.5755299375152294,2,3.0,-0.03
45.0,3,13.0,0.48148148148148145,9.738123326919029,3,14.0,0.5365383839519575,3,14.0,-0.11000000000000001
50.0,4,26.0,0.9285714285714286,10.04465137622037,4,28.0,0.5467026303664816,4,28.0,-0.14
55.0,5,49.0,1.53125,10.061031022234719,5,49.0,0.5448818506000663,5,49.0,-0.20999999999999996
60.0,6,45.0,1.3636363636363635,9.023731821193428,6,56.0,0.4909682689642104,6,56.0,-0.07000000000000006
65.0,8,78.0,2.0526315789473686,8.742012784525187,8,80.0,0.46578952900141557,8,80.0,-0.24
70.0,11,121.0,3.1025641025641026,8.14973364609778,11,121.0,0.42842605792864524,11,121.0,-0.4099999999999999
75.0,12,178.0,4.1395348837209305,8.18659021802543,12,178.0,0.41879030830550157,12,178.0,-0.5700000000000001
80.0,12,190.0,4.318181818181818,8.029542410315688,12,220.0,0.39040459755155177,12,220.0,-0.42000000000000015
85.0,10,219.0,4.5625,7.67847711532162,10,246.0,0.37167848443420437,10,246.0,-0.2599999999999998
90.0,14,277.0,5.653061224489796,7.494206214639455,14,283.0,0.3720587738312085,14,283.0,-0.3700000000000001
95.0,14,325.0,6.132075471698113,7.318462501187594,14,336.0,0.3561563473149669,14,336.0,-0.5299999999999998
100.0,18,409.0,7.574074074074074,7.352341897262408,18,417.0,0.3358339324455862,18,417.0,-0.81
105.0,21,509.0,9.089285714285714,6.678740198739803,21,515.0,0.2939495853292703,21,515.0,-0.9800000000000004
110.0,25,624.0,10.947368421052632,6.626549070237942,25,630.0,0.2837699064466204,25,630.0,-1.1499999999999995
115.0,25,748.0,12.677966101694915,6.2979131367723244,25,754.0,0.27169129882881665,25,754.0,-1.2400000000000002
120.0,29,886.0,15.275862068965518,6.060591815673208,29,892.0,0.2582446026223056,29,892.0,-1.38
125.0,30,1032.0,17.2,5.502258912943984,30,1038.0,0.23460024259420073,30,1038.0,-1.4600000000000009
130.0,34,1193.0,19.241935483870968,5.48629594990896,34,1199.0,0.22882152626765873,34,1199.0,-1.6099999999999994
135.0,32,1136.0,17.75,4.841505677313963,32,1282.0,0.20057622508203699,32,1282.0,-0.8300000000000001
140.0,31,1096.0,17.396825396825395,4.951993641764055,31,1302.0,0.2256080403158944,31,1302.0,-0.1999999999999993
145.0,31,1229.0,18.62121212121212,5.073604054788388,31,1347.0,0.2453302100272831,31,1347.0,-0.45000000000000107
150.0,36,1384.0,20.352941176470587,4.677786403990094,36,1502.0,0.2112436014217522,36,1502.0,-1.549999999999999
155.0,39,1574.0,22.81159420289855,4.389561025646792,39,1694.0,0.20371626087946806,39,1694.0,-1.9200000000000017
160.0,42,1777.0,25.385714285714286,4.257802132467923,42,1895.0,0.19322669169829385,42,1895.0,-2.009999999999998
165.0,44,1994.0,26.945945945945947,4.167691690386793,44,2112.0,0.18622509775767127,44,2112.0,-2.1700000000000017
170.0,48,2223.0,29.25,4.04037594333076,48,2341.0,0.16023777490675814,48,2341.0,-2.289999999999999
175.0,47,2382.0,30.935064935064936,3.6775158692702927,47,2510.0,0.15147826744863732,47,2510.0,-1.6900000000000013
180.0,45,2501.0,32.06410256410256,3.932378200585151,45,2635.0,0.16663592085066656,45,2635.0,-1.25
185.0,45,2720.0,33.170731707317074,4.137751462619412,45,2788.0,0.17553831681520615,45,2788.0,-1.5299999999999976
190.0,52,2951.0,35.13095238095238,3.7649856261384143,51,3018.0,0.14412880426932914,51,3018.0,-2.3000000000000007
195.0,54,3214.0,36.52272727272727,3.7317161639106335,54,3288.0,0.12963534140984445,54,3288.0,-2.700000000000003
200.0,56,3491.0,39.67045454545455,3.8678529370166177,56,3559.0,0.12936130720996508,56,3559.0,-2.710000000000001
205.0,58,3778.0,43.42528735632184,3.5138583460894766,58,3846.0,0.1355248371190213,58,3846.0,-2.8699999999999974
210.0,59,3592.0,41.28735632183908,3.1675925573101265,59,3970.0,0.11265931960395804,59,3970.0,-1.240000000000002
215.0,56,3255.0,36.166666666666664,3.2246236694390125,56,3945.0,0.1249317391337306,56,3945.0,0.25
220.0,54,3120.0,34.666666666666664,3.4775570594477334,54,3942.0,0.14299041504206375,54,3942.0,0.030000000000001137
225.0,53,3198.0,34.02127659574468,3.542717051658445,53,4202.0,0.14338377275442832,53,4202.0,-2.6000000000000014
230.0,59,3457.0,36.010416666666664,3.635775618635936,59,4480.0,0.13796131610227316,59,4480.0,-2.779999999999994
235.0,64,3765.0,38.41836734693877,3.2185609550747603,64,4786.0,0.1206543379552592,64,4786.0,-3.0600000000000023
240.0,70,4107.0,41.90816326530612,3.0047213951060914,70,5128.0,0.10345117780293552,70,5128.0,-3.4200000000000017
245.0,72,4461.0,44.61,2.8115211453673705,72,5482.0,0.09898423016556948,72,5482.0,-3.539999999999999
250.0,72,4360.0,43.16831683168317,2.7738605193609356,72,5686.0,0.0920013527236105,72,5686.0,-2.039999999999999
255.0,71,3949.0,37.97115384615385,2.65996338242047,71,5732.0,0.09977789046311691,71,5732.0,-0.46000000000000085
260.0,68,3585.0,34.142857142857146,3.0523896660756846,68,5764.0,0.11942397583196639,68,5764.0,-0.3200000000000003
265.0,66,3261.0,30.764150943396228,2.797972824830378,66,6082.0,0.10289479874808656,66,6082.0,-3.1799999999999997
270.0,69,3032.0,28.60377358490566,2.8401203060209386,69,6422.0,0.1004483108485267,69,6422.0,-3.3999999999999986
275.0,73,2877.0,26.154545454545456,2.729317392509851,73,6772.0,0.09982710781108002,73,6772.0,-3.5
280.0,74,2803.0,26.19626168224299,2.5438421668408044,74,7139.0,0.09392659026036736,74,7139.0,-3.6700000000000017
285.0,73,2736.0,24.64864864864865,2.443787235336717,73,7333.0,0.08638255328680153,73,7333.0,-1.9399999999999977
290.0,72,2702.0,24.125,2.7277890285663853,72,7357.0,0.10369269317493879,72,7357.0,-0.23999999999999488
295.0,71,2724.0,23.482758620689655,2.7377146311473872,71,7374.0,0.11109276709276303,71,7374.0,-0.1700000000000017
300.0,69,2798.0,23.914529914529915,2.715739602750199,69,7710.0,0.10099453075039652,69,7710.0,-3.3599999999999994
305.0,73,2952.0,24.39669421487603,2.798025261823189,73,8068.0,0.10424796473149488,73,8068.0,-3.5800000000000125
310.0,75,3176.0,26.24793388429752,2.8188023266834286,75,8435.0,0.10792599690836943,75,8435.0,-3.6699999999999875
315.0,78,3409.0,27.491935483870968,2.716929127496161,78,8641.0,0.0952294824614295,78,8641.0,-2.0600000000000023
320.0,79,3621.0,29.68032786885246,2.5026370112461334,79,8862.0,0.0842969182412535,79,8862.0,-2.210000000000008
325.0,81,3842.0,30.736,2.5626182850236487,81,8920.0,0.09847589099301476,81,8920.0,-0.5799999999999983
330.0,79,3637.0,29.330645161290324,2.251055309453065,79,9150.0,0.07967015594388925,79,9150.0,-2.299999999999997
335.0,78,3192.0,24.9375,2.574939631062947,78,9232.0,0.09599025226068875,78,9232.0,-0.8199999999999932
340.0,76,2935.0,22.9296875,2.7502855059234155,76,9328.0,0.09973739873019395,76,9328.0,-0.960000000000008
345.0,72,2840.0,21.846153846153847,2.830198736668002,72,9673.0,0.0996566719812768,72,9673.0,-3.450000000000003
350.0,76,3026.0,23.826771653543307,2.598346370360876,76,10026.0,0.09347009206006524,76,10026.0,-3.530000000000001
355.0,86,3356.0,26.21875,2.3961008172209612,86,10430.0,0.09143549916479556,86,10430.0,-4.039999999999992
360.0,96,3735.0,28.73076923076923,2.0603451051868404,96,10889.0,0.07275179601259582,96,10889.0,-4.590000000000003
365.0,98,4137.0,30.87313432835821,2.07573621912223,98,11371.0,0.06797846370593519,98,11371.0,-4.819999999999993
370.0,98,4473.0,33.38059701492537,2.0327017719878455,98,11702.0,0.06317769468964039,98,11702.0,-3.3100000000000023
375.0,96,4757.0,35.237037037037034,2.154594138389032,96,11898.0,0.07660722450329349,96,11898.0,-1.960000000000008
380.0,93,5058.0,37.74626865671642,2.291095796836806,93,12104.0,0.08250290644929899,93,12104.0,-2.0600000000000023
385.0,96,5391.0,39.35036496350365,2.183194996257928,95,12561.0,0.07284135664529709,95,12561.0,-4.569999999999993
390.0,103,5872.0,42.55072463768116,2.12298046867651,103,13066.0,0.06060320251063984,103,13066.0,-5.049999999999997
395.0,110,6408.0,45.4468085106383,2.0383755644015458,110,13592.0,0.058566654358392076,110,13592.0,-5.259999999999991
400.0,116,6978.0,50.56521739130435,1.7110697823612742,116,14162.0,0.05309882402970032,116,14162.0,-5.700000000000017
405.0,114,7014.0,50.1,1.6787338403894732,114,14433.0,0.04870221102955589,114,14433.0,-2.710000000000008
410.0,111,6674.0,48.014388489208635,1.8372548799534554,111,14414.0,0.05712515040491193,111,14414.0,0.19000000000002615
415.0,107,6316.0,45.114285714285714,1.9423126216653908,107,14404.0,0.06944356319221166,107,14404.0,0.09999999999999432
420.0,105,5952.0,42.82014388489208,1.90133629160138,105,14922.0,0.06420485269492285,105,14922.0,-5.180000000000007
425.0,106,5786.0,41.0354609929078,1.9140777229365726,106,15452.0,0.06277722884032663,106,15452.0,-5.300000000000011
430.0,107,5833.0,41.36879432624114,2.0268985033461684,107,15984.0,0.06875848408524078,107,15984.0,-5.319999999999993
435.0,108,6098.0,43.248226950354606,1.8254825220515163,108,16520.0,0.05752613631910676,108,16520.0,-5.359999999999985
440.0,110,6582.0,47.01428571428571,1.8399925425101327,110,17065.0,0.05587312579565448,110,17065.0,-5.450000000000017
445.0,113,7069.0,49.43356643356643,1.7949519800804048,113,17340.0,0.047642351320939934,113,17340.0,-2.75
