RunNo, ExperimentNo, Scenario, Type, InitialTrainingSeed, TestingSeed, LearningRate, DiscountRate, Epsilon, RewardType, MeanReward, MeanStopped, MeanWaitingTime, MeanAverageSpeed, MeanAverageSpeed2, MeanAverageSpeedCrossCheck, MeanAverageCO2EmissionTL, MeanAverageCOEmissionTL, MeanAverageFuelConsumptionTL, MeanAverageNoiseEmissionTL, MeanAverageCO2Emission, MeanAverageCOEmission, MeanAverageFuelConsumption, MeanAverageNoiseEmission, 
4, DE-Enhanced-S3-1, ../nets/roundabout/input_routes_roundabout_auto_v1-1.rou.xml, testing, -, 480, 0.5, 0.99, 0.2, diff-waiting-time, -0.000 +/- 0.842, 8.226 +/- 2.158, 209.357 +/- 164.324, 0.340 +/- 0.058, 6.332 +/- 1.050, 7.612 +/- 0.760, 3060.957 +/- 216.858, 98.843 +/- 9.497, 1.316 +/- 0.093, 60.292 +/- 1.031, 2580.592 +/- 202.780, 70.257 +/- 8.397, 1.109 +/- 0.087, 60.998 +/- 0.688, 
4, DE-Enhanced-S3-1, ../nets/roundabout/input_routes_roundabout_auto_v1-1.rou.xml, baseline, -, 480, 0.5, 0.99, 0.2, diff-waiting-time, -143.948 +/- 24.820, 143.948 +/- 24.820, 3238.428 +/- 587.128, 0.038 +/- 0.034, 0.710 +/- 0.626, 1.265 +/- 0.716, 2540.098 +/- 68.736, 147.373 +/- 5.792, 1.092 +/- 0.030, 56.334 +/- 0.458, 2504.010 +/- 55.751, 139.877 +/- 7.616, 1.076 +/- 0.024, 56.700 +/- 0.507, 
4, DE-Enhanced-S3-2, ../nets/roundabout/input_routes_roundabout_auto_v1-2.rou.xml, testing, -, 480, 0.5, 0.99, 0.2, diff-waiting-time, -0.000 +/- 0.546, 5.956 +/- 1.622, 90.921 +/- 52.732, 0.354 +/- 0.053, 6.574 +/- 0.989, 7.806 +/- 0.760, 3124.517 +/- 289.339, 98.381 +/- 8.307, 1.343 +/- 0.124, 60.532 +/- 1.064, 2609.899 +/- 280.157, 69.230 +/- 7.868, 1.122 +/- 0.120, 61.184 +/- 0.701, 
4, DE-Enhanced-S3-2, ../nets/roundabout/input_routes_roundabout_auto_v1-2.rou.xml, baseline, -, 480, 0.5, 0.99, 0.2, diff-waiting-time, -5.059 +/- 1.237, 5.059 +/- 1.237, 71.631 +/- 40.119, 0.373 +/- 0.065, 6.945 +/- 1.188, 8.086 +/- 0.717, 3138.158 +/- 289.695, 94.992 +/- 11.190, 1.349 +/- 0.125, 60.760 +/- 1.131, 2602.228 +/- 253.001, 65.935 +/- 6.624, 1.119 +/- 0.109, 61.365 +/- 0.668, 
4, DE-Enhanced-S3-3, ../nets/roundabout/input_routes_roundabout_auto_v1-3.rou.xml, testing, -, 480, 0.5, 0.99, 0.2, diff-waiting-time, -0.001 +/- 1.792, 13.112 +/- 3.556, 806.958 +/- 499.926, 0.237 +/- 0.059, 4.403 +/- 1.066, 6.017 +/- 0.882, 2917.310 +/- 211.580, 118.053 +/- 13.618, 1.254 +/- 0.091, 58.967 +/- 0.896, 2611.392 +/- 217.898, 90.049 +/- 12.275, 1.123 +/- 0.094, 59.938 +/- 0.686, 
4, DE-Enhanced-S3-3, ../nets/roundabout/input_routes_roundabout_auto_v1-3.rou.xml, baseline, -, 480, 0.5, 0.99, 0.2, diff-waiting-time, -54.069 +/- 8.815, 54.069 +/- 8.815, 1234.775 +/- 228.167, 0.073 +/- 0.039, 1.366 +/- 0.714, 2.361 +/- 0.737, 2610.827 +/- 88.340, 142.725 +/- 7.004, 1.122 +/- 0.038, 56.781 +/- 0.534, 2536.320 +/- 86.534, 128.824 +/- 8.029, 1.090 +/- 0.037, 57.427 +/- 0.534, 
4, DE-Enhanced-S3-4, ../nets/roundabout/input_routes_roundabout_auto_v1-4.rou.xml, testing, -, 480, 0.5, 0.99, 0.2, diff-waiting-time, -0.000 +/- 1.314, 4.195 +/- 1.793, 409.823 +/- 325.872, 0.246 +/- 0.217, 4.535 +/- 4.201, 6.243 +/- 3.112, 2875.228 +/- 756.471, 117.671 +/- 34.205, 1.236 +/- 0.325, 58.785 +/- 3.247, 2687.785 +/- 566.866, 89.758 +/- 28.793, 1.155 +/- 0.244, 59.912 +/- 2.293, 
4, DE-Enhanced-S3-4, ../nets/roundabout/input_routes_roundabout_auto_v1-4.rou.xml, baseline, -, 480, 0.5, 0.99, 0.2, diff-waiting-time, -1.190 +/- 1.029, 1.190 +/- 1.029, 12.299 +/- 20.076, 0.407 +/- 0.345, 7.460 +/- 6.705, 8.947 +/- 3.697, 2961.355 +/- 1311.882, 84.976 +/- 54.127, 1.273 +/- 0.564, 60.318 +/- 5.254, 2745.636 +/- 766.702, 56.693 +/- 28.781, 1.180 +/- 0.330, 61.480 +/- 2.830, 
4, DE-Enhanced-S3-5, ../nets/roundabout/input_routes_roundabout_auto_v1-5.rou.xml, testing, -, 480, 0.5, 0.99, 0.2, diff-waiting-time, -0.000 +/- 0.680, 9.979 +/- 1.343, 156.689 +/- 46.528, 0.348 +/- 0.041, 6.448 +/- 0.730, 7.736 +/- 0.510, 3098.901 +/- 182.987, 98.860 +/- 6.264, 1.332 +/- 0.079, 60.424 +/- 0.897, 2545.685 +/- 152.947, 69.057 +/- 4.901, 1.094 +/- 0.066, 61.109 +/- 0.562, 
4, DE-Enhanced-S3-5, ../nets/roundabout/input_routes_roundabout_auto_v1-5.rou.xml, baseline, -, 480, 0.5, 0.99, 0.2, diff-waiting-time, -201.611 +/- 24.380, 201.611 +/- 24.380, 4587.266 +/- 572.914, 0.027 +/- 0.027, 0.496 +/- 0.499, 0.892 +/- 0.544, 2519.052 +/- 56.790, 149.009 +/- 4.318, 1.083 +/- 0.024, 56.187 +/- 0.374, 2502.537 +/- 50.516, 143.787 +/- 5.319, 1.076 +/- 0.022, 56.447 +/- 0.398, 
