RunNo, ExperimentNo, Scenario, Type, InitialTrainingSeed, TestingSeed, LearningRate, DiscountRate, Epsilon, RewardType, MeanReward, MeanStopped, MeanWaitingTime, MeanAverageSpeed, MeanAverageSpeed2, MeanAverageSpeedCrossCheck, MeanAverageCO2EmissionTL, MeanAverageCOEmissionTL, MeanAverageFuelConsumptionTL, MeanAverageNoiseEmissionTL, MeanAverageCO2Emission, MeanAverageCOEmission, MeanAverageFuelConsumption, MeanAverageNoiseEmission, 
4, DE-Enhanced-S3-1, ../nets/roundabout/input_routes_roundabout_auto_v1-1.rou.xml, testing, -, 480, 0.5, 0.99, 0.2, diff-waiting-time, -0.000, 8.226, 209.357, 0.340, 6.332, 7.612, 3060.957, 98.843, 1.316, 60.292, 2580.592, 70.257, 1.109, 60.998, 
4, DE-Enhanced-S3-1, ../nets/roundabout/input_routes_roundabout_auto_v1-1.rou.xml, baseline, -, 480, 0.5, 0.99, 0.2, diff-waiting-time, -143.948, 143.948, 3238.428, 0.038, 0.710, 1.265, 2540.098, 147.373, 1.092, 56.334, 2504.010, 139.877, 1.076, 56.700, 
4, DE-Enhanced-S3-2, ../nets/roundabout/input_routes_roundabout_auto_v1-2.rou.xml, testing, -, 480, 0.5, 0.99, 0.2, diff-waiting-time, -0.000, 5.956, 90.921, 0.354, 6.574, 7.806, 3124.517, 98.381, 1.343, 60.532, 2609.899, 69.230, 1.122, 61.184, 
4, DE-Enhanced-S3-2, ../nets/roundabout/input_routes_roundabout_auto_v1-2.rou.xml, baseline, -, 480, 0.5, 0.99, 0.2, diff-waiting-time, -5.059, 5.059, 71.631, 0.373, 6.945, 8.086, 3138.158, 94.992, 1.349, 60.760, 2602.228, 65.935, 1.119, 61.365, 
4, DE-Enhanced-S3-3, ../nets/roundabout/input_routes_roundabout_auto_v1-3.rou.xml, testing, -, 480, 0.5, 0.99, 0.2, diff-waiting-time, -0.001, 13.112, 806.958, 0.237, 4.403, 6.017, 2917.310, 118.053, 1.254, 58.967, 2611.392, 90.049, 1.123, 59.938, 
4, DE-Enhanced-S3-3, ../nets/roundabout/input_routes_roundabout_auto_v1-3.rou.xml, baseline, -, 480, 0.5, 0.99, 0.2, diff-waiting-time, -54.069, 54.069, 1234.775, 0.073, 1.366, 2.361, 2610.827, 142.725, 1.122, 56.781, 2536.320, 128.824, 1.090, 57.427, 
4, DE-Enhanced-S3-4, ../nets/roundabout/input_routes_roundabout_auto_v1-4.rou.xml, testing, -, 480, 0.5, 0.99, 0.2, diff-waiting-time, -0.000, 4.195, 409.823, 0.246, 4.535, 6.243, 2875.228, 117.671, 1.236, 58.785, 2687.785, 89.758, 1.155, 59.912, 
4, DE-Enhanced-S3-4, ../nets/roundabout/input_routes_roundabout_auto_v1-4.rou.xml, baseline, -, 480, 0.5, 0.99, 0.2, diff-waiting-time, -1.190, 1.190, 12.299, 0.407, 7.460, 8.947, 2961.355, 84.976, 1.273, 60.318, 2745.636, 56.693, 1.180, 61.480, 
4, DE-Enhanced-S3-5, ../nets/roundabout/input_routes_roundabout_auto_v1-5.rou.xml, testing, -, 480, 0.5, 0.99, 0.2, diff-waiting-time, -0.000, 9.979, 156.689, 0.348, 6.448, 7.736, 3098.901, 98.860, 1.332, 60.424, 2545.685, 69.057, 1.094, 61.109, 
4, DE-Enhanced-S3-5, ../nets/roundabout/input_routes_roundabout_auto_v1-5.rou.xml, baseline, -, 480, 0.5, 0.99, 0.2, diff-waiting-time, -201.611, 201.611, 4587.266, 0.027, 0.496, 0.892, 2519.052, 149.009, 1.083, 56.187, 2502.537, 143.787, 1.076, 56.447, 
4, DE-Enhanced-S3-6, ../nets/roundabout/input_routes_roundabout_auto_v1-6.rou.xml, testing, -, 480, 0.5, 0.99, 0.2, diff-waiting-time, -0.000, 6.577, 91.633, 0.379, 7.037, 8.138, 3144.106, 93.625, 1.352, 60.812, 2572.230, 64.842, 1.106, 61.374, 
4, DE-Enhanced-S3-6, ../nets/roundabout/input_routes_roundabout_auto_v1-6.rou.xml, baseline, -, 480, 0.5, 0.99, 0.2, diff-waiting-time, -143.037, 143.037, 3220.403, 0.038, 0.704, 1.262, 2539.066, 147.394, 1.092, 56.330, 2503.184, 139.885, 1.076, 56.697, 
4, DE-Enhanced-S3-7, ../nets/roundabout/input_routes_roundabout_auto_v1-7.rou.xml, testing, -, 480, 0.5, 0.99, 0.2, diff-waiting-time, -0.001, 12.072, 319.479, 0.276, 5.143, 6.670, 2948.516, 108.488, 1.267, 59.467, 2569.677, 80.008, 1.105, 60.355, 
4, DE-Enhanced-S3-7, ../nets/roundabout/input_routes_roundabout_auto_v1-7.rou.xml, baseline, -, 480, 0.5, 0.99, 0.2, diff-waiting-time, -127.340, 127.340, 2913.536, 0.041, 0.757, 1.354, 2551.715, 147.412, 1.097, 56.362, 2513.739, 139.316, 1.081, 56.750, 
4, DE-Enhanced-S3-8, ../nets/roundabout/input_routes_roundabout_auto_v1-8.rou.xml, testing, -, 480, 0.5, 0.99, 0.2, diff-waiting-time, 0.000, 2.891, 38.289, 0.396, 7.336, 8.543, 3093.836, 88.824, 1.330, 60.740, 2633.775, 60.731, 1.132, 61.504, 
4, DE-Enhanced-S3-8, ../nets/roundabout/input_routes_roundabout_auto_v1-8.rou.xml, baseline, -, 480, 0.5, 0.99, 0.2, diff-waiting-time, -2.896, 2.896, 38.303, 0.397, 7.340, 8.523, 3091.665, 88.797, 1.329, 60.788, 2636.742, 61.031, 1.133, 61.508, 
