RunNo, ExperimentNo, Scenario, Type, InitialTrainingSeed, TestingSeed, LearningRate, DiscountRate, Epsilon, RewardType, MeanReward, MeanStopped, MeanWaitingTime, MeanAverageSpeed, MeanAverageSpeed2, MeanAverageSpeedCrossCheck, MeanAverageCO2EmissionTL, MeanAverageCOEmissionTL, MeanAverageFuelConsumptionTL, MeanAverageNoiseEmissionTL, MeanAverageCO2Emission, MeanAverageCOEmission, MeanAverageFuelConsumption, MeanAverageNoiseEmission, 
1, DE-Enhanced-S3-1, ../nets/roundabout/input_routes_roundabout_auto_v1-1.rou.xml, testing, -, 180, 0.5, 0.99, 0.2, diff-waiting-time, 0.000 +/- 0.649, 6.786 +/- 2.005, 124.929 +/- 106.083, 0.371 +/- 0.065, 6.895 +/- 1.157, 8.037 +/- 0.779, 3109.501 +/- 230.722, 93.902 +/- 10.499, 1.337 +/- 0.099, 60.671 +/- 1.109, 2582.598 +/- 218.690, 65.599 +/- 8.176, 1.110 +/- 0.094, 61.275 +/- 0.719, 
1, DE-Enhanced-S3-1, ../nets/roundabout/input_routes_roundabout_auto_v1-1.rou.xml, baseline, -, 180, 0.5, 0.99, 0.2, diff-waiting-time, -144.193 +/- 24.147, 144.193 +/- 24.147, 3244.033 +/- 572.385, 0.038 +/- 0.031, 0.700 +/- 0.581, 1.254 +/- 0.665, 2538.971 +/- 65.110, 147.459 +/- 5.431, 1.091 +/- 0.028, 56.327 +/- 0.427, 2503.803 +/- 56.755, 140.003 +/- 7.038, 1.076 +/- 0.024, 56.693 +/- 0.474, 
1, DE-Enhanced-S3-2, ../nets/roundabout/input_routes_roundabout_auto_v1-2.rou.xml, testing, -, 180, 0.5, 0.99, 0.2, diff-waiting-time, -0.000 +/- 0.554, 6.116 +/- 1.609, 94.088 +/- 53.191, 0.350 +/- 0.051, 6.489 +/- 0.957, 7.747 +/- 0.744, 3114.437 +/- 286.232, 99.037 +/- 8.114, 1.339 +/- 0.123, 60.472 +/- 1.046, 2611.296 +/- 281.345, 69.913 +/- 7.659, 1.123 +/- 0.121, 61.149 +/- 0.696, 
1, DE-Enhanced-S3-2, ../nets/roundabout/input_routes_roundabout_auto_v1-2.rou.xml, baseline, -, 180, 0.5, 0.99, 0.2, diff-waiting-time, -5.008 +/- 1.231, 5.008 +/- 1.231, 70.700 +/- 39.819, 0.374 +/- 0.065, 6.965 +/- 1.192, 8.099 +/- 0.722, 3137.075 +/- 291.984, 94.717 +/- 11.224, 1.349 +/- 0.126, 60.768 +/- 1.135, 2599.383 +/- 253.889, 65.681 +/- 6.611, 1.117 +/- 0.109, 61.369 +/- 0.675, 
1, DE-Enhanced-S3-3, ../nets/roundabout/input_routes_roundabout_auto_v1-3.rou.xml, testing, -, 180, 0.5, 0.99, 0.2, diff-waiting-time, -0.000 +/- 1.797, 13.184 +/- 3.526, 810.234 +/- 500.635, 0.236 +/- 0.058, 4.381 +/- 1.042, 5.999 +/- 0.869, 2915.007 +/- 209.435, 118.212 +/- 13.434, 1.253 +/- 0.090, 58.951 +/- 0.883, 2609.074 +/- 219.104, 90.190 +/- 12.079, 1.122 +/- 0.094, 59.925 +/- 0.678, 
1, DE-Enhanced-S3-3, ../nets/roundabout/input_routes_roundabout_auto_v1-3.rou.xml, baseline, -, 180, 0.5, 0.99, 0.2, diff-waiting-time, -54.682 +/- 9.406, 54.682 +/- 9.406, 1248.799 +/- 244.867, 0.073 +/- 0.039, 1.360 +/- 0.735, 2.349 +/- 0.765, 2611.666 +/- 86.554, 142.817 +/- 7.296, 1.123 +/- 0.037, 56.786 +/- 0.545, 2537.533 +/- 87.968, 128.979 +/- 8.410, 1.091 +/- 0.038, 57.427 +/- 0.553, 
1, DE-Enhanced-S3-4, ../nets/roundabout/input_routes_roundabout_auto_v1-4.rou.xml, testing, -, 180, 0.5, 0.99, 0.2, diff-waiting-time, -0.000 +/- 1.314, 4.193 +/- 1.792, 409.751 +/- 325.887, 0.246 +/- 0.218, 4.534 +/- 4.208, 6.245 +/- 3.115, 2874.782 +/- 763.533, 117.601 +/- 34.404, 1.236 +/- 0.328, 58.782 +/- 3.265, 2690.369 +/- 567.442, 89.752 +/- 28.796, 1.157 +/- 0.244, 59.916 +/- 2.296, 
1, DE-Enhanced-S3-4, ../nets/roundabout/input_routes_roundabout_auto_v1-4.rou.xml, baseline, -, 180, 0.5, 0.99, 0.2, diff-waiting-time, -1.191 +/- 1.032, 1.191 +/- 1.032, 12.333 +/- 20.111, 0.407 +/- 0.344, 7.462 +/- 6.707, 8.951 +/- 3.699, 2956.401 +/- 1322.997, 84.881 +/- 54.218, 1.271 +/- 0.569, 60.321 +/- 5.260, 2743.269 +/- 770.618, 56.640 +/- 28.735, 1.179 +/- 0.331, 61.484 +/- 2.824, 
1, DE-Enhanced-S3-5, ../nets/roundabout/input_routes_roundabout_auto_v1-5.rou.xml, testing, -, 180, 0.5, 0.99, 0.2, diff-waiting-time, -0.000 +/- 0.672, 10.194 +/- 1.389, 160.998 +/- 43.598, 0.345 +/- 0.040, 6.398 +/- 0.732, 7.701 +/- 0.517, 3098.658 +/- 184.692, 99.445 +/- 6.471, 1.332 +/- 0.079, 60.402 +/- 0.898, 2552.063 +/- 154.104, 69.609 +/- 5.177, 1.097 +/- 0.066, 61.093 +/- 0.575, 
1, DE-Enhanced-S3-5, ../nets/roundabout/input_routes_roundabout_auto_v1-5.rou.xml, baseline, -, 180, 0.5, 0.99, 0.2, diff-waiting-time, -201.681 +/- 24.551, 201.681 +/- 24.551, 4588.830 +/- 576.752, 0.027 +/- 0.027, 0.497 +/- 0.505, 0.893 +/- 0.556, 2519.025 +/- 56.382, 148.995 +/- 4.447, 1.083 +/- 0.024, 56.187 +/- 0.375, 2502.761 +/- 51.777, 143.772 +/- 5.475, 1.076 +/- 0.022, 56.448 +/- 0.401, 
1, DE-Enhanced-S3-6, ../nets/roundabout/input_routes_roundabout_auto_v1-6.rou.xml, testing, -, 180, 0.5, 0.99, 0.2, diff-waiting-time, 0.000 +/- 0.567, 6.530 +/- 1.372, 95.417 +/- 48.110, 0.381 +/- 0.058, 7.046 +/- 1.031, 8.172 +/- 0.647, 3141.811 +/- 238.502, 93.500 +/- 9.261, 1.351 +/- 0.103, 60.850 +/- 1.076, 2564.734 +/- 233.141, 64.440 +/- 6.062, 1.102 +/- 0.100, 61.401 +/- 0.667, 
1, DE-Enhanced-S3-6, ../nets/roundabout/input_routes_roundabout_auto_v1-6.rou.xml, baseline, -, 180, 0.5, 0.99, 0.2, diff-waiting-time, -143.000 +/- 24.204, 143.000 +/- 24.204, 3219.868 +/- 575.669, 0.038 +/- 0.032, 0.704 +/- 0.591, 1.262 +/- 0.671, 2539.314 +/- 69.876, 147.404 +/- 5.476, 1.092 +/- 0.030, 56.330 +/- 0.440, 2503.107 +/- 59.528, 139.887 +/- 7.118, 1.076 +/- 0.026, 56.697 +/- 0.478, 
1, DE-Enhanced-S3-7, ../nets/roundabout/input_routes_roundabout_auto_v1-7.rou.xml, testing, -, 180, 0.5, 0.99, 0.2, diff-waiting-time, -0.000 +/- 1.080, 12.061 +/- 2.527, 333.234 +/- 306.333, 0.277 +/- 0.044, 5.151 +/- 0.790, 6.680 +/- 0.668, 2948.229 +/- 182.669, 108.400 +/- 8.436, 1.267 +/- 0.079, 59.470 +/- 0.849, 2571.923 +/- 183.228, 79.950 +/- 8.302, 1.106 +/- 0.079, 60.358 +/- 0.631, 
