RunNo, ExperimentNo, Scenario, Type, InitialTrainingSeed, TestingSeed, LearningRate, DiscountRate, Epsilon, RewardType, MeanReward, MeanStopped, MeanWaitingTime, MeanAverageSpeed, MeanAverageSpeed2, MeanAverageSpeedCrossCheck, MeanAverageCO2EmissionTL, MeanAverageCOEmissionTL, MeanAverageFuelConsumptionTL, MeanAverageNoiseEmissionTL, MeanAverageCO2Emission, MeanAverageCOEmission, MeanAverageFuelConsumption, MeanAverageNoiseEmission, 
5, DE-Enhanced-S3-1, ../nets/roundabout/input_routes_roundabout_auto_v1-1.rou.xml, testing, -, 580, 0.5, 0.99, 0.2, diff-waiting-time, -0.000 +/- 0.861, 8.595 +/- 2.001, 220.031 +/- 162.829, 0.332 +/- 0.054, 6.183 +/- 0.961, 7.508 +/- 0.715, 3046.985 +/- 211.798, 100.130 +/- 8.826, 1.310 +/- 0.091, 60.195 +/- 0.980, 2583.684 +/- 199.255, 71.457 +/- 7.998, 1.111 +/- 0.086, 60.933 +/- 0.659, 
5, DE-Enhanced-S3-1, ../nets/roundabout/input_routes_roundabout_auto_v1-1.rou.xml, baseline, -, 580, 0.5, 0.99, 0.2, diff-waiting-time, -143.980 +/- 24.092, 143.980 +/- 24.092, 3239.376 +/- 571.216, 0.038 +/- 0.031, 0.699 +/- 0.575, 1.254 +/- 0.658, 2538.882 +/- 64.732, 147.460 +/- 5.407, 1.091 +/- 0.028, 56.326 +/- 0.418, 2503.879 +/- 57.254, 140.000 +/- 6.971, 1.076 +/- 0.025, 56.692 +/- 0.465, 
5, DE-Enhanced-S3-2, ../nets/roundabout/input_routes_roundabout_auto_v1-2.rou.xml, testing, -, 580, 0.5, 0.99, 0.2, diff-waiting-time, -0.000 +/- 0.549, 6.027 +/- 1.611, 92.204 +/- 52.777, 0.352 +/- 0.052, 6.535 +/- 0.975, 7.782 +/- 0.755, 3120.087 +/- 289.125, 98.670 +/- 8.210, 1.341 +/- 0.124, 60.503 +/- 1.053, 2611.910 +/- 281.611, 69.566 +/- 7.845, 1.123 +/- 0.121, 61.171 +/- 0.697, 
5, DE-Enhanced-S3-2, ../nets/roundabout/input_routes_roundabout_auto_v1-2.rou.xml, baseline, -, 580, 0.5, 0.99, 0.2, diff-waiting-time, -5.234 +/- 1.238, 5.234 +/- 1.238, 75.529 +/- 40.789, 0.368 +/- 0.065, 6.846 +/- 1.176, 8.021 +/- 0.714, 3130.506 +/- 287.883, 95.861 +/- 11.232, 1.346 +/- 0.124, 60.692 +/- 1.119, 2603.233 +/- 250.296, 66.687 +/- 6.594, 1.119 +/- 0.108, 61.322 +/- 0.666, 
5, DE-Enhanced-S3-3, ../nets/roundabout/input_routes_roundabout_auto_v1-3.rou.xml, testing, -, 580, 0.5, 0.99, 0.2, diff-waiting-time, -0.001 +/- 1.780, 13.061 +/- 3.572, 797.199 +/- 501.564, 0.238 +/- 0.058, 4.412 +/- 1.056, 6.026 +/- 0.882, 2918.847 +/- 213.843, 117.922 +/- 13.534, 1.255 +/- 0.092, 58.976 +/- 0.890, 2610.422 +/- 214.695, 89.880 +/- 12.186, 1.122 +/- 0.092, 59.946 +/- 0.686, 
5, DE-Enhanced-S3-3, ../nets/roundabout/input_routes_roundabout_auto_v1-3.rou.xml, baseline, -, 580, 0.5, 0.99, 0.2, diff-waiting-time, -53.465 +/- 8.776, 53.465 +/- 8.776, 1221.087 +/- 224.834, 0.074 +/- 0.040, 1.383 +/- 0.736, 2.385 +/- 0.760, 2612.689 +/- 87.044, 142.596 +/- 7.132, 1.123 +/- 0.037, 56.796 +/- 0.552, 2537.015 +/- 88.742, 128.566 +/- 8.238, 1.091 +/- 0.038, 57.445 +/- 0.555, 
5, DE-Enhanced-S3-4, ../nets/roundabout/input_routes_roundabout_auto_v1-4.rou.xml, testing, -, 580, 0.5, 0.99, 0.2, diff-waiting-time, -0.000 +/- 1.314, 4.197 +/- 1.795, 409.963 +/- 326.005, 0.246 +/- 0.217, 4.540 +/- 4.206, 6.244 +/- 3.123, 2874.520 +/- 767.704, 117.554 +/- 34.257, 1.236 +/- 0.330, 58.784 +/- 3.255, 2686.730 +/- 573.540, 89.733 +/- 28.830, 1.155 +/- 0.247, 59.911 +/- 2.303, 
5, DE-Enhanced-S3-4, ../nets/roundabout/input_routes_roundabout_auto_v1-4.rou.xml, baseline, -, 580, 0.5, 0.99, 0.2, diff-waiting-time, -1.193 +/- 1.035, 1.193 +/- 1.035, 12.362 +/- 20.136, 0.405 +/- 0.345, 7.449 +/- 6.731, 8.962 +/- 3.703, 2964.567 +/- 1321.651, 85.224 +/- 54.322, 1.274 +/- 0.568, 60.312 +/- 5.274, 2750.114 +/- 771.576, 56.712 +/- 28.741, 1.182 +/- 0.332, 61.495 +/- 2.824, 
5, DE-Enhanced-S3-5, ../nets/roundabout/input_routes_roundabout_auto_v1-5.rou.xml, testing, -, 580, 0.5, 0.99, 0.2, diff-waiting-time, -0.000 +/- 0.629, 8.857 +/- 1.252, 131.074 +/- 42.243, 0.365 +/- 0.041, 6.785 +/- 0.742, 7.981 +/- 0.509, 3128.072 +/- 197.536, 95.906 +/- 6.346, 1.345 +/- 0.085, 60.652 +/- 0.937, 2549.582 +/- 160.821, 66.357 +/- 4.991, 1.096 +/- 0.069, 61.268 +/- 0.582, 
5, DE-Enhanced-S3-5, ../nets/roundabout/input_routes_roundabout_auto_v1-5.rou.xml, baseline, -, 580, 0.5, 0.99, 0.2, diff-waiting-time, -201.570 +/- 24.659, 201.570 +/- 24.659, 4586.268 +/- 579.770, 0.027 +/- 0.027, 0.498 +/- 0.514, 0.894 +/- 0.562, 2519.153 +/- 57.786, 148.982 +/- 4.525, 1.083 +/- 0.025, 56.188 +/- 0.380, 2502.156 +/- 51.789, 143.753 +/- 5.565, 1.076 +/- 0.022, 56.448 +/- 0.406, 
5, DE-Enhanced-S3-6, ../nets/roundabout/input_routes_roundabout_auto_v1-6.rou.xml, testing, -, 580, 0.5, 0.99, 0.2, diff-waiting-time, -0.000 +/- 0.600, 7.220 +/- 1.415, 109.183 +/- 50.576, 0.361 +/- 0.052, 6.708 +/- 0.885, 7.930 +/- 0.553, 3124.302 +/- 201.615, 96.588 +/- 8.993, 1.343 +/- 0.087, 60.596 +/- 0.966, 2575.367 +/- 203.985, 67.225 +/- 5.200, 1.107 +/- 0.088, 61.246 +/- 0.599, 
5, DE-Enhanced-S3-6, ../nets/roundabout/input_routes_roundabout_auto_v1-6.rou.xml, baseline, -, 580, 0.5, 0.99, 0.2, diff-waiting-time, -143.085 +/- 24.234, 143.085 +/- 24.234, 3221.752 +/- 576.429, 0.038 +/- 0.032, 0.705 +/- 0.592, 1.262 +/- 0.672, 2539.296 +/- 70.429, 147.400 +/- 5.488, 1.092 +/- 0.030, 56.330 +/- 0.440, 2502.992 +/- 58.951, 139.883 +/- 7.146, 1.076 +/- 0.025, 56.697 +/- 0.479, 
5, DE-Enhanced-S3-7, ../nets/roundabout/input_routes_roundabout_auto_v1-7.rou.xml, testing, -, 580, 0.5, 0.99, 0.2, diff-waiting-time, -0.000 +/- 0.805, 10.141 +/- 2.187, 193.880 +/- 126.352, 0.310 +/- 0.050, 5.754 +/- 0.891, 7.220 +/- 0.622, 3034.033 +/- 186.503, 104.446 +/- 9.631, 1.304 +/- 0.080, 59.971 +/- 0.901, 2570.333 +/- 201.480, 74.816 +/- 6.646, 1.105 +/- 0.087, 60.782 +/- 0.615, 
5, DE-Enhanced-S3-7, ../nets/roundabout/input_routes_roundabout_auto_v1-7.rou.xml, baseline, -, 580, 0.5, 0.99, 0.2, diff-waiting-time, -126.968 +/- 23.340, 126.968 +/- 23.340, 2905.259 +/- 573.643, 0.041 +/- 0.031, 0.759 +/- 0.584, 1.359 +/- 0.654, 2552.459 +/- 69.027, 147.411 +/- 5.622, 1.097 +/- 0.030, 56.362 +/- 0.441, 2513.814 +/- 60.779, 139.281 +/- 6.963, 1.081 +/- 0.026, 56.752 +/- 0.477, 
