RunNo, ExperimentNo, Scenario, Type, InitialTrainingSeed, TestingSeed, LearningRate, DiscountRate, Epsilon, RewardType, MeanReward, MeanStopped, MeanWaitingTime, MeanAverageSpeed, MeanAverageSpeed2, MeanAverageSpeedCrossCheck, MeanAverageCO2EmissionTL, MeanAverageCOEmissionTL, MeanAverageFuelConsumptionTL, MeanAverageNoiseEmissionTL, MeanAverageCO2Emission, MeanAverageCOEmission, MeanAverageFuelConsumption, MeanAverageNoiseEmission, 
1, DE-Enhanced-1, ../nets/roundabout/input_routes_roundabout_auto_v1-1.rou.xml, testing, -, 180, 0.5, 0.99, 0.2, diff-waiting-time, -0.000, 7.954, 454.579, 0.356, 6.605, 7.831, 3092.796, 97.655, 1.329, 60.468, 2550.930, 68.263, 1.097, 61.117, 
1, DE-Enhanced-1, ../nets/roundabout/input_routes_roundabout_auto_v1-1.rou.xml, baseline, -, 180, 0.5, 0.99, 0.2, diff-waiting-time, -144.193, 144.193, 3244.033, 0.038, 0.700, 1.254, 2538.971, 147.459, 1.091, 56.327, 2503.803, 140.003, 1.076, 56.693, 
1, DE-Enhanced-2, ../nets/roundabout/input_routes_roundabout_auto_v1-2.rou.xml, testing, -, 180, 0.5, 0.99, 0.2, diff-waiting-time, -0.000, 7.934, 405.919, 0.314, 5.817, 7.246, 3020.239, 104.538, 1.298, 59.872, 2598.987, 75.425, 1.117, 60.697, 
1, DE-Enhanced-2, ../nets/roundabout/input_routes_roundabout_auto_v1-2.rou.xml, baseline, -, 180, 0.5, 0.99, 0.2, diff-waiting-time, -5.008, 5.008, 70.700, 0.374, 6.965, 8.099, 3137.075, 94.717, 1.349, 60.768, 2599.383, 65.681, 1.117, 61.369, 
1, DE-Enhanced-3, ../nets/roundabout/input_routes_roundabout_auto_v1-3.rou.xml, testing, -, 180, 0.5, 0.99, 0.2, diff-waiting-time, -0.000, 5.576, 86.338, 0.366, 6.787, 7.976, 3115.427, 96.079, 1.339, 60.610, 2595.348, 67.159, 1.116, 61.256, 
1, DE-Enhanced-3, ../nets/roundabout/input_routes_roundabout_auto_v1-3.rou.xml, baseline, -, 180, 0.5, 0.99, 0.2, diff-waiting-time, -54.682, 54.682, 1248.799, 0.073, 1.360, 2.349, 2611.666, 142.817, 1.123, 56.786, 2537.533, 128.979, 1.091, 57.427, 
1, DE-Enhanced-4, ../nets/roundabout/input_routes_roundabout_auto_v1-4.rou.xml, testing, -, 180, 0.5, 0.99, 0.2, diff-waiting-time, -0.000, 1.040, 13.198, 0.427, 7.806, 9.279, 3055.289, 84.367, 1.313, 60.808, 2767.410, 54.146, 1.190, 61.804, 
1, DE-Enhanced-4, ../nets/roundabout/input_routes_roundabout_auto_v1-4.rou.xml, baseline, -, 180, 0.5, 0.99, 0.2, diff-waiting-time, -1.191, 1.191, 12.333, 0.407, 7.462, 8.951, 2956.401, 84.881, 1.271, 60.321, 2743.269, 56.640, 1.179, 61.484, 
1, DE-Enhanced-5, ../nets/roundabout/input_routes_roundabout_auto_v1-5.rou.xml, testing, -, 180, 0.5, 0.99, 0.2, diff-waiting-time, -0.001, 26.776, 544.115, 0.198, 3.672, 5.309, 2856.897, 122.540, 1.228, 58.476, 2545.182, 95.718, 1.094, 59.479, 
1, DE-Enhanced-5, ../nets/roundabout/input_routes_roundabout_auto_v1-5.rou.xml, baseline, -, 180, 0.5, 0.99, 0.2, diff-waiting-time, -201.681, 201.681, 4588.830, 0.027, 0.497, 0.893, 2519.025, 148.995, 1.083, 56.187, 2502.761, 143.772, 1.076, 56.448, 
1, DE-Enhanced-6, ../nets/roundabout/input_routes_roundabout_auto_v1-6.rou.xml, testing, -, 180, 0.5, 0.99, 0.2, diff-waiting-time, -0.000, 7.423, 110.162, 0.360, 6.667, 7.893, 3094.360, 96.165, 1.330, 60.499, 2573.502, 67.377, 1.106, 61.175, 
1, DE-Enhanced-6, ../nets/roundabout/input_routes_roundabout_auto_v1-6.rou.xml, baseline, -, 180, 0.5, 0.99, 0.2, diff-waiting-time, -143.000, 143.000, 3219.868, 0.038, 0.704, 1.262, 2539.314, 147.404, 1.092, 56.330, 2503.107, 139.887, 1.076, 56.697, 
1, DE-Enhanced-7, ../nets/roundabout/input_routes_roundabout_auto_v1-7.rou.xml, testing, -, 180, 0.5, 0.99, 0.2, diff-waiting-time, -0.000, 6.115, 80.011, 0.388, 7.208, 8.264, 3152.910, 91.904, 1.355, 60.921, 2567.565, 63.267, 1.104, 61.457, 
1, DE-Enhanced-7, ../nets/roundabout/input_routes_roundabout_auto_v1-7.rou.xml, baseline, -, 180, 0.5, 0.99, 0.2, diff-waiting-time, -128.991, 128.991, 2951.393, 0.040, 0.747, 1.338, 2551.239, 147.510, 1.097, 56.354, 2513.393, 139.499, 1.080, 56.739, 
1, DE-Enhanced-8, ../nets/roundabout/input_routes_roundabout_auto_v1-8.rou.xml, testing, -, 180, 0.5, 0.99, 0.2, diff-waiting-time, -0.000, 4.874, 395.563, 0.338, 6.249, 7.576, 3058.393, 102.105, 1.315, 60.154, 2642.090, 73.446, 1.136, 60.920, 
1, DE-Enhanced-8, ../nets/roundabout/input_routes_roundabout_auto_v1-8.rou.xml, baseline, -, 180, 0.5, 0.99, 0.2, diff-waiting-time, -2.428, 2.428, 28.068, 0.424, 7.838, 8.835, 3114.217, 84.045, 1.339, 61.098, 2633.584, 57.366, 1.132, 61.702, 
