RunNo, ExperimentNo, Scenario, Type, InitialTrainingSeed, TestingSeed, LearningRate, DiscountRate, Epsilon, RewardType, MeanReward, MeanStopped, MeanWaitingTime, MeanAverageSpeed, MeanAverageSpeed2, MeanAverageSpeedCrossCheck, MeanAverageCO2EmissionTL, MeanAverageCOEmissionTL, MeanAverageFuelConsumptionTL, MeanAverageNoiseEmissionTL, MeanAverageCO2Emission, MeanAverageCOEmission, MeanAverageFuelConsumption, MeanAverageNoiseEmission, 
4, DE-Enhanced-1, ../nets/roundabout/input_routes_roundabout_auto_v1-1.rou.xml, testing, -, 480, 0.5, 0.99, 0.2, diff-waiting-time, -0.000, 8.155, 440.137, 0.348, 6.457, 7.718, 3074.571, 98.667, 1.322, 60.379, 2565.309, 69.465, 1.103, 61.066, 
4, DE-Enhanced-1, ../nets/roundabout/input_routes_roundabout_auto_v1-1.rou.xml, baseline, -, 480, 0.5, 0.99, 0.2, diff-waiting-time, -143.948, 143.948, 3238.428, 0.038, 0.710, 1.265, 2540.098, 147.373, 1.092, 56.334, 2504.010, 139.877, 1.076, 56.700, 
4, DE-Enhanced-2, ../nets/roundabout/input_routes_roundabout_auto_v1-2.rou.xml, testing, -, 480, 0.5, 0.99, 0.2, diff-waiting-time, -0.000, 4.595, 83.827, 0.396, 7.331, 8.334, 3143.619, 90.386, 1.351, 60.915, 2584.665, 62.701, 1.111, 61.423, 
4, DE-Enhanced-2, ../nets/roundabout/input_routes_roundabout_auto_v1-2.rou.xml, baseline, -, 480, 0.5, 0.99, 0.2, diff-waiting-time, -5.059, 5.059, 71.631, 0.373, 6.945, 8.086, 3138.158, 94.992, 1.349, 60.760, 2602.228, 65.935, 1.119, 61.365, 
4, DE-Enhanced-3, ../nets/roundabout/input_routes_roundabout_auto_v1-3.rou.xml, testing, -, 480, 0.5, 0.99, 0.2, diff-waiting-time, -0.000, 4.667, 63.572, 0.385, 7.165, 8.239, 3135.899, 92.339, 1.348, 60.839, 2594.285, 63.940, 1.115, 61.420, 
4, DE-Enhanced-3, ../nets/roundabout/input_routes_roundabout_auto_v1-3.rou.xml, baseline, -, 480, 0.5, 0.99, 0.2, diff-waiting-time, -54.069, 54.069, 1234.775, 0.073, 1.366, 2.361, 2610.827, 142.725, 1.122, 56.781, 2536.320, 128.824, 1.090, 57.427, 
4, DE-Enhanced-4, ../nets/roundabout/input_routes_roundabout_auto_v1-4.rou.xml, testing, -, 480, 0.5, 0.99, 0.2, diff-waiting-time, -0.000, 1.842, 48.707, 0.360, 6.599, 7.946, 3018.405, 96.694, 1.298, 60.188, 2678.238, 68.626, 1.151, 61.050, 
4, DE-Enhanced-4, ../nets/roundabout/input_routes_roundabout_auto_v1-4.rou.xml, baseline, -, 480, 0.5, 0.99, 0.2, diff-waiting-time, -1.190, 1.190, 12.299, 0.407, 7.460, 8.947, 2961.355, 84.976, 1.273, 60.318, 2745.636, 56.693, 1.180, 61.480, 
4, DE-Enhanced-5, ../nets/roundabout/input_routes_roundabout_auto_v1-5.rou.xml, testing, -, 480, 0.5, 0.99, 0.2, diff-waiting-time, -0.000, 19.880, 383.151, 0.241, 4.476, 6.107, 2930.784, 116.057, 1.260, 59.065, 2549.357, 87.216, 1.096, 60.031, 
4, DE-Enhanced-5, ../nets/roundabout/input_routes_roundabout_auto_v1-5.rou.xml, baseline, -, 480, 0.5, 0.99, 0.2, diff-waiting-time, -201.611, 201.611, 4587.266, 0.027, 0.496, 0.892, 2519.052, 149.009, 1.083, 56.187, 2502.537, 143.787, 1.076, 56.447, 
4, DE-Enhanced-6, ../nets/roundabout/input_routes_roundabout_auto_v1-6.rou.xml, testing, -, 480, 0.5, 0.99, 0.2, diff-waiting-time, -0.000, 5.643, 75.966, 0.401, 7.438, 8.434, 3170.501, 89.881, 1.363, 61.098, 2561.122, 61.346, 1.101, 61.563, 
4, DE-Enhanced-6, ../nets/roundabout/input_routes_roundabout_auto_v1-6.rou.xml, baseline, -, 480, 0.5, 0.99, 0.2, diff-waiting-time, -143.037, 143.037, 3220.403, 0.038, 0.704, 1.262, 2539.066, 147.394, 1.092, 56.330, 2503.184, 139.885, 1.076, 56.697, 
4, DE-Enhanced-7, ../nets/roundabout/input_routes_roundabout_auto_v1-7.rou.xml, testing, -, 480, 0.5, 0.99, 0.2, diff-waiting-time, -0.000, 8.363, 205.019, 0.344, 6.388, 7.675, 3084.476, 99.483, 1.326, 60.342, 2569.620, 69.973, 1.105, 61.019, 
4, DE-Enhanced-7, ../nets/roundabout/input_routes_roundabout_auto_v1-7.rou.xml, baseline, -, 480, 0.5, 0.99, 0.2, diff-waiting-time, -127.340, 127.340, 2913.536, 0.041, 0.757, 1.354, 2551.715, 147.412, 1.097, 56.362, 2513.739, 139.316, 1.081, 56.750, 
4, DE-Enhanced-8, ../nets/roundabout/input_routes_roundabout_auto_v1-8.rou.xml, testing, -, 480, 0.5, 0.99, 0.2, diff-waiting-time, -0.001, 6.452, 461.104, 0.288, 5.343, 6.818, 2998.330, 110.395, 1.289, 59.590, 2623.133, 81.791, 1.128, 60.469, 
4, DE-Enhanced-8, ../nets/roundabout/input_routes_roundabout_auto_v1-8.rou.xml, baseline, -, 480, 0.5, 0.99, 0.2, diff-waiting-time, -2.896, 2.896, 38.303, 0.397, 7.340, 8.523, 3091.665, 88.797, 1.329, 60.788, 2636.742, 61.031, 1.133, 61.508, 
