RunNo, ExperimentNo, Scenario, Type, InitialTrainingSeed, TestingSeed, LearningRate, DiscountRate, Epsilon, RewardType, MeanReward, MeanStopped, MeanWaitingTime, MeanAverageSpeed, MeanAverageSpeed2, MeanAverageSpeedCrossCheck, MeanAverageCO2EmissionTL, MeanAverageCOEmissionTL, MeanAverageFuelConsumptionTL, MeanAverageNoiseEmissionTL, MeanAverageCO2Emission, MeanAverageCOEmission, MeanAverageFuelConsumption, MeanAverageNoiseEmission, 
2, DE-Enhanced-1, ../nets/roundabout/input_routes_roundabout_auto_v1-1.rou.xml, testing, -, 280, 0.5, 0.99, 0.2, diff-waiting-time, -0.000, 5.916, 77.015, 0.394, 7.308, 8.336, 3146.834, 90.654, 1.353, 60.945, 2558.673, 62.313, 1.100, 61.469, 
2, DE-Enhanced-1, ../nets/roundabout/input_routes_roundabout_auto_v1-1.rou.xml, baseline, -, 280, 0.5, 0.99, 0.2, diff-waiting-time, -144.034, 144.034, 3240.569, 0.038, 0.709, 1.265, 2540.032, 147.373, 1.092, 56.333, 2503.629, 139.877, 1.076, 56.699, 
2, DE-Enhanced-2, ../nets/roundabout/input_routes_roundabout_auto_v1-2.rou.xml, testing, -, 280, 0.5, 0.99, 0.2, diff-waiting-time, -0.000, 4.547, 80.362, 0.387, 7.197, 8.269, 3132.538, 91.132, 1.347, 60.828, 2617.917, 63.303, 1.125, 61.398, 
2, DE-Enhanced-2, ../nets/roundabout/input_routes_roundabout_auto_v1-2.rou.xml, baseline, -, 280, 0.5, 0.99, 0.2, diff-waiting-time, -5.527, 5.527, 82.195, 0.359, 6.688, 7.914, 3118.427, 97.383, 1.341, 60.591, 2603.749, 68.014, 1.119, 61.258, 
2, DE-Enhanced-3, ../nets/roundabout/input_routes_roundabout_auto_v1-3.rou.xml, testing, -, 280, 0.5, 0.99, 0.2, diff-waiting-time, -0.000, 6.190, 410.065, 0.354, 6.564, 7.821, 3081.232, 98.433, 1.325, 60.415, 2612.573, 69.607, 1.123, 61.127, 
2, DE-Enhanced-3, ../nets/roundabout/input_routes_roundabout_auto_v1-3.rou.xml, baseline, -, 280, 0.5, 0.99, 0.2, diff-waiting-time, -52.906, 52.906, 1207.993, 0.074, 1.379, 2.388, 2612.358, 142.704, 1.123, 56.796, 2536.371, 128.592, 1.090, 57.450, 
2, DE-Enhanced-4, ../nets/roundabout/input_routes_roundabout_auto_v1-4.rou.xml, testing, -, 280, 0.5, 0.99, 0.2, diff-waiting-time, -0.000, 3.291, 326.894, 0.289, 5.308, 6.868, 2933.435, 109.966, 1.261, 59.302, 2706.423, 82.191, 1.163, 60.333, 
2, DE-Enhanced-4, ../nets/roundabout/input_routes_roundabout_auto_v1-4.rou.xml, baseline, -, 280, 0.5, 0.99, 0.2, diff-waiting-time, -1.190, 1.190, 12.332, 0.406, 7.457, 8.959, 2963.552, 85.173, 1.274, 60.324, 2747.725, 56.703, 1.181, 61.492, 
2, DE-Enhanced-5, ../nets/roundabout/input_routes_roundabout_auto_v1-5.rou.xml, testing, -, 280, 0.5, 0.99, 0.2, diff-waiting-time, -0.001, 36.861, 777.849, 0.158, 2.925, 4.472, 2792.495, 129.037, 1.200, 57.955, 2545.887, 105.015, 1.094, 58.916, 
2, DE-Enhanced-5, ../nets/roundabout/input_routes_roundabout_auto_v1-5.rou.xml, baseline, -, 280, 0.5, 0.99, 0.2, diff-waiting-time, -201.641, 201.641, 4587.893, 0.027, 0.495, 0.891, 2518.978, 149.008, 1.083, 56.186, 2502.319, 143.786, 1.076, 56.446, 
2, DE-Enhanced-6, ../nets/roundabout/input_routes_roundabout_auto_v1-6.rou.xml, testing, -, 280, 0.5, 0.99, 0.2, diff-waiting-time, -0.000, 6.725, 227.451, 0.378, 7.030, 8.140, 3141.408, 94.001, 1.350, 60.797, 2568.643, 64.991, 1.104, 61.363, 
2, DE-Enhanced-6, ../nets/roundabout/input_routes_roundabout_auto_v1-6.rou.xml, baseline, -, 280, 0.5, 0.99, 0.2, diff-waiting-time, -143.650, 143.650, 3234.483, 0.038, 0.705, 1.260, 2539.205, 147.387, 1.092, 56.330, 2502.833, 139.891, 1.076, 56.696, 
2, DE-Enhanced-7, ../nets/roundabout/input_routes_roundabout_auto_v1-7.rou.xml, testing, -, 280, 0.5, 0.99, 0.2, diff-waiting-time, -0.000, 7.922, 121.488, 0.348, 6.474, 7.755, 3108.627, 99.010, 1.336, 60.441, 2577.275, 69.337, 1.108, 61.137, 
2, DE-Enhanced-7, ../nets/roundabout/input_routes_roundabout_auto_v1-7.rou.xml, baseline, -, 280, 0.5, 0.99, 0.2, diff-waiting-time, -127.944, 127.944, 2929.583, 0.040, 0.751, 1.344, 2551.765, 147.447, 1.097, 56.355, 2513.477, 139.408, 1.081, 56.740, 
2, DE-Enhanced-8, ../nets/roundabout/input_routes_roundabout_auto_v1-8.rou.xml, testing, -, 280, 0.5, 0.99, 0.2, diff-waiting-time, -0.000, 2.588, 30.966, 0.412, 7.596, 8.665, 3088.218, 85.556, 1.328, 60.851, 2636.520, 58.764, 1.133, 61.520, 
2, DE-Enhanced-8, ../nets/roundabout/input_routes_roundabout_auto_v1-8.rou.xml, baseline, -, 280, 0.5, 0.99, 0.2, diff-waiting-time, -2.639, 2.639, 32.735, 0.412, 7.608, 8.682, 3107.324, 86.211, 1.336, 60.943, 2627.236, 59.030, 1.129, 61.600, 
