step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,J0_stopped,J0_stopped_cross_check,J0_accumulated_waiting_time,J0_average_speed,J0_average_speed_2,J0_average_speed_cross_check,agents_total_stopped,agents_total_accumulated_waiting_time,reward
5.0,0,0.0,0.0,3.2,0,0,0.0,0.15676322717667868,3.2,3.2,0,0.0,0
10.0,0,0.0,0.0,6.3999999999999995,0,0,0.0,0.31248941781787754,6.3999999999999995,6.3999999999999995,0,0.0,0
15.0,0,0.0,0.0,9.200000000000001,0,0,0.0,0.45450142942050914,9.200000000000001,9.200000000000001,0,0.0,0
20.0,0,0.0,0.0,11.771428571428574,0,0,0.0,0.5876099187877319,11.771428571428574,11.771428571428574,0,0.0,0
25.0,0,0.0,0.0,14.113274471264802,0,0,0.0,0.7103314698257639,14.113274471264802,14.113274471264802,0,0.0,0
30.0,0,0.0,0.0,12.314694826884823,0,0,0.0,0.6240915276179787,12.314694826884825,12.314694826884823,0,0.0,0
35.0,0,0.0,0.0,13.047715012564586,0,0,0.0,0.6688208535248824,13.047715012564588,13.047715012564586,0,0.0,0
40.0,3,5.0,0.35714285714285715,9.172517811904768,3,3,5.0,0.4919590308056729,9.17251781190477,9.172517811904768,3,5.0,-3
45.0,4,22.0,1.4666666666666666,9.450148986742379,4,4,22.0,0.5178455870548884,9.685575276095292,9.450148986742379,4,22.0,-4
50.0,3,31.0,1.9375,9.977771742533173,3,3,31.0,0.5496517054370784,10.506440496052084,9.977771742533173,3,31.0,-3
55.0,5,53.0,2.65,8.889693670833644,5,5,47.0,0.4577936261461505,8.66256347716317,8.889693670833644,5,47.0,-5
60.0,6,80.0,3.8095238095238093,8.683340115413849,6,6,80.0,0.4440804479228964,8.457248753655907,8.683340115413849,6,80.0,-6
65.0,7,87.0,3.9545454545454546,6.806591816426191,7,7,87.0,0.34109885927572803,6.555781716358081,6.806591816426191,7,87.0,-7
70.0,8,125.0,5.434782608695652,7.115915168408947,8,8,103.0,0.36847280129592636,6.835700927022491,7.115915168408947,8,103.0,-8
75.0,9,169.0,7.041666666666667,7.5603835999783895,9,9,169.0,0.3882218744147157,7.166714094895178,7.5603835999783895,9,169.0,-9
80.0,7,109.0,3.892857142857143,7.121723311580803,7,7,109.0,0.3422802970945726,6.639130987725246,7.121723311580803,7,109.0,-7
85.0,3,35.0,1.25,8.04684006034706,3,3,-2.0,0.4026760084885171,7.594570288986565,8.04684006034706,3,-2.0,-3
90.0,3,28.0,0.9655172413793104,7.9451132603179495,3,3,28.0,0.3882212713604525,7.35112519592147,7.9451132603179495,3,28.0,-3
95.0,5,18.0,0.6,7.905443941798454,5,5,18.0,0.38347578694689904,7.401616578458103,7.905443941798454,5,18.0,-5
100.0,10,58.0,1.8709677419354838,7.65777553893369,10,10,32.0,0.34328254285224413,6.689526108136146,7.65777553893369,10,32.0,-10
105.0,11,112.0,3.2,7.4287735015273935,11,11,112.0,0.328388160162564,6.251233220232193,7.4287735015273935,11,112.0,-11
110.0,11,151.0,4.314285714285714,7.074717822748775,11,11,151.0,0.32153498301557903,5.998399237726613,7.074717822748775,11,151.0,-11
115.0,14,214.0,5.944444444444445,6.180727309677951,14,14,198.0,0.249681218804236,4.518230263218893,6.180727309677951,14,198.0,-14
120.0,15,289.0,8.5,6.1576962051197395,15,15,289.0,0.26981542469863956,5.014015921203507,6.1576962051197395,15,289.0,-15
125.0,15,322.0,9.2,6.292668639898138,15,15,322.0,0.27106511871100286,5.170932669111944,6.292668639898138,15,322.0,-15
130.0,16,398.0,10.205128205128204,6.305979763877884,16,16,367.0,0.27119766226022385,5.085562952869848,6.305979763877884,16,367.0,-16
135.0,17,479.0,12.282051282051283,6.416552541785238,17,17,479.0,0.2818640837971086,5.363036587316988,6.416552541785238,17,479.0,-17
140.0,16,426.0,10.923076923076923,5.074148291393506,16,16,426.0,0.18159057426979636,3.6877805837095687,5.074148291393506,16,426.0,-16
145.0,15,277.0,7.102564102564102,5.525272593474216,15,15,234.0,0.2288469445980219,4.435002832866737,5.525272593474216,15,234.0,-15
150.0,11,147.0,3.8684210526315788,5.824641269949369,11,11,147.0,0.25647152231322673,4.944682718078013,5.824641269949369,11,147.0,-11
155.0,9,36.0,0.8571428571428571,6.166691138158435,9,9,36.0,0.2667333597206176,5.23771955639533,6.166691138158435,9,36.0,-9
160.0,11,59.0,1.4047619047619047,5.9534030655259045,11,11,22.0,0.25011538722596255,4.937673919105261,5.9534030655259045,11,22.0,-11
165.0,16,120.0,2.7906976744186047,5.352018074785084,16,16,120.0,0.2044653052322656,3.8613516891348993,5.352018074785084,16,120.0,-16
170.0,19,178.0,4.341463414634147,4.900054457122242,19,19,178.0,0.19297926170011737,3.741881416092126,4.900054457122242,19,178.0,-19
175.0,22,285.0,6.785714285714286,5.4250292463697525,22,22,260.0,0.2125812308263718,4.080767904843638,5.4250292463697525,22,260.0,-22
180.0,23,398.0,8.652173913043478,5.38821002245081,23,23,398.0,0.20783761689191,4.017060708694996,5.38821002245081,23,398.0,-23
185.0,23,495.0,11.0,5.0239671387166345,23,23,495.0,0.18095971626501056,3.6339407628291887,5.0239671387166345,23,495.0,-23
190.0,26,619.0,13.456521739130435,4.428429529769531,26,26,602.0,0.14603092601660975,2.838542978889987,4.428429529769531,26,602.0,-26
195.0,27,754.0,16.391304347826086,4.492536316776932,27,27,754.0,0.1517983750163294,3.0403416556477123,4.492536316776932,27,754.0,-27
200.0,26,753.0,16.369565217391305,4.6027999416088585,26,26,753.0,0.1569939844553206,3.2222222222222228,4.6027999416088585,26,753.0,-26
205.0,22,644.0,13.416666666666666,4.854897150666502,22,22,601.0,0.19421365965599785,3.7452576920822467,4.854897150666502,22,601.0,-22
210.0,18,515.0,10.729166666666666,5.384631506726443,18,18,515.0,0.23910616600677162,4.414465307578796,5.384631506726443,18,515.0,-18
215.0,18,350.0,7.291666666666667,4.573332290179933,18,18,350.0,0.1924211989784314,3.485817586259906,4.573332290179933,18,350.0,-18
220.0,19,228.0,4.75,4.7679084410284815,19,19,206.0,0.1848301335678074,3.52860526315789,4.7679084410284815,19,206.0,-19
225.0,20,190.0,3.877551020408163,5.073968834861751,20,20,190.0,0.19848566038364368,3.7595292617085296,5.073968834861751,20,190.0,-20
230.0,19,187.0,3.6666666666666665,4.83630884689521,19,19,187.0,0.19540733216403672,3.7966701365798228,4.83630884689521,19,187.0,-19
235.0,24,297.0,5.711538461538462,4.902779964347215,24,24,260.0,0.19423084903352963,3.69737413395116,4.902779964347215,24,260.0,-24
240.0,31,435.0,8.365384615384615,3.915398825755581,31,31,435.0,0.13297251733817259,2.4754795300387804,3.915398825755581,31,435.0,-31
245.0,32,563.0,10.826923076923077,3.910643090390442,32,32,563.0,0.12249856573827955,2.3776097560975655,3.910643090390442,32,563.0,-32
250.0,33,726.0,13.69811320754717,4.314864951691333,33,33,700.0,0.1454038852251201,2.707970852039135,4.314864951691333,33,700.0,-33
255.0,34,894.0,15.68421052631579,4.196678447332507,34,34,894.0,0.14491556189850513,2.711733456537263,4.196678447332507,34,894.0,-34
260.0,32,926.0,16.535714285714285,4.219531143105427,32,32,926.0,0.14322870178622132,2.769845733766614,4.219531143105427,32,926.0,-32
265.0,30,852.0,15.777777777777779,3.4691858141655607,30,30,809.0,0.11668299995392697,2.208490095709773,3.4691858141655607,30,809.0,-30
270.0,27,771.0,14.277777777777779,4.107941783748213,27,27,771.0,0.1663942027816973,3.011016304347811,4.107941783748213,27,771.0,-27
275.0,24,629.0,11.436363636363636,4.37486368975032,24,24,629.0,0.1741268655815706,3.2069630712145383,4.37486368975032,24,629.0,-24
280.0,25,529.0,9.120689655172415,4.36089239351605,25,25,498.0,0.15876376471612788,3.027888180580279,4.36089239351605,25,498.0,-25
285.0,27,435.0,7.631578947368421,4.34304478733924,27,27,435.0,0.17007914384137704,3.1723064623700434,4.34304478733924,27,435.0,-27
290.0,29,336.0,5.894736842105263,3.5269975840183014,28,29,335.0,0.12843547646654613,2.345293996612612,3.5269975840183014,28,335.0,-28
295.0,29,347.0,5.982758620689655,3.8526791088343524,29,29,327.0,0.13262407951740177,2.511130208333332,3.8526791088343524,29,327.0,-29
300.0,30,453.0,7.810344827586207,4.063490444537531,30,30,453.0,0.1439458406738793,2.700297432156292,4.063490444537531,30,453.0,-30
305.0,33,561.0,9.19672131147541,3.798117992392892,33,33,561.0,0.1432185443743769,2.643999425725066,3.798117992392892,33,561.0,-33
