RunNo, ExperimentNo, Scenario, Type, InitialTrainingSeed, TestingSeed, LearningRate, DiscountRate, Epsilon, RewardType, MeanReward, MeanStopped, MeanWaitingTime, MeanAverageSpeed, MeanAverageSpeed2, MeanAverageSpeedCrossCheck, 
4, DE-1, ../nets/roundabout/input_routes_roundabout_auto_v1-1.rou.xml, testing, -, 480, 0.5, 0.99, 0.2, diff-waiting-time, -0.000, 8.175, 140.583, 0.342, 6.363, 7.679, 
4, DE-1, ../nets/roundabout/input_routes_roundabout_auto_v1-1.rou.xml, baseline, -, 480, 0.5, 0.99, 0.2, diff-waiting-time, -143.948, 143.948, 3238.428, 0.038, 0.710, 1.265, 
4, DE-2, ../nets/roundabout/input_routes_roundabout_auto_v1-2.rou.xml, testing, -, 480, 0.5, 0.99, 0.2, diff-waiting-time, -0.001, 7.669, 475.055, 0.327, 6.036, 7.397, 
4, DE-2, ../nets/roundabout/input_routes_roundabout_auto_v1-2.rou.xml, baseline, -, 480, 0.5, 0.99, 0.2, diff-waiting-time, -5.059, 5.059, 71.631, 0.373, 6.945, 8.086, 
4, DE-3, ../nets/roundabout/input_routes_roundabout_auto_v1-3.rou.xml, testing, -, 480, 0.5, 0.99, 0.2, diff-waiting-time, -0.000, 4.790, 68.116, 0.389, 7.223, 8.274, 
4, DE-3, ../nets/roundabout/input_routes_roundabout_auto_v1-3.rou.xml, baseline, -, 480, 0.5, 0.99, 0.2, diff-waiting-time, -54.069, 54.069, 1234.775, 0.073, 1.366, 2.361, 
4, DE-4, ../nets/roundabout/input_routes_roundabout_auto_v1-4.rou.xml, testing, -, 480, 0.5, 0.99, 0.2, diff-waiting-time, -0.000, 4.191, 409.486, 0.246, 4.534, 6.237, 
4, DE-4, ../nets/roundabout/input_routes_roundabout_auto_v1-4.rou.xml, baseline, -, 480, 0.5, 0.99, 0.2, diff-waiting-time, -1.190, 1.190, 12.299, 0.407, 7.460, 8.947, 
4, DE-5, ../nets/roundabout/input_routes_roundabout_auto_v1-5.rou.xml, testing, -, 480, 0.5, 0.99, 0.2, diff-waiting-time, -0.000, 9.886, 155.538, 0.349, 6.471, 7.754, 
4, DE-5, ../nets/roundabout/input_routes_roundabout_auto_v1-5.rou.xml, baseline, -, 480, 0.5, 0.99, 0.2, diff-waiting-time, -201.611, 201.611, 4587.266, 0.027, 0.496, 0.892, 
4, DE-6, ../nets/roundabout/input_routes_roundabout_auto_v1-6.rou.xml, testing, -, 480, 0.5, 0.99, 0.2, diff-waiting-time, -0.000, 8.198, 127.096, 0.344, 6.392, 7.692, 
4, DE-6, ../nets/roundabout/input_routes_roundabout_auto_v1-6.rou.xml, baseline, -, 480, 0.5, 0.99, 0.2, diff-waiting-time, -143.037, 143.037, 3220.403, 0.038, 0.704, 1.262, 
4, DE-7, ../nets/roundabout/input_routes_roundabout_auto_v1-7.rou.xml, testing, -, 480, 0.5, 0.99, 0.2, diff-waiting-time, -0.000, 6.443, 88.946, 0.381, 7.069, 8.167, 
4, DE-7, ../nets/roundabout/input_routes_roundabout_auto_v1-7.rou.xml, baseline, -, 480, 0.5, 0.99, 0.2, diff-waiting-time, -127.340, 127.340, 2913.536, 0.041, 0.757, 1.354, 
4, DE-8, ../nets/roundabout/input_routes_roundabout_auto_v1-8.rou.xml, testing, -, 480, 0.5, 0.99, 0.2, diff-waiting-time, 0.000, 3.009, 39.256, 0.400, 7.431, 8.425, 
4, DE-8, ../nets/roundabout/input_routes_roundabout_auto_v1-8.rou.xml, baseline, -, 480, 0.5, 0.99, 0.2, diff-waiting-time, -2.896, 2.896, 38.303, 0.397, 7.340, 8.523, 
