step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,J0_stopped,J0_stopped_cross_check,J0_accumulated_waiting_time,J0_average_speed,J0_average_speed_2,J0_average_speed_cross_check,agents_total_stopped,agents_total_accumulated_waiting_time,reward
5.0,0,0.0,0.0,3.2,0,0,0.0,0.17025129586308796,3.2,3.2,0,0.0,0.0
10.0,0,0.0,0.0,7.199999999999999,0,0,0.0,0.38306541569194785,7.199999999999999,7.199999999999999,0,0.0,0.0
15.0,0,0.0,0.0,7.085714285714287,0,0,0.0,0.3771183753644225,7.085714285714287,7.085714285714287,0,0.0,0.0
20.0,0,0.0,0.0,11.085714285714287,0,0,0.0,0.5902659029336734,11.085714285714289,11.085714285714287,0,0.0,0.0
25.0,3,0.0,0.0,10.163771412169421,3,3,0.0,0.5366735379263036,10.163771412169421,10.163771412169421,3,0.0,0.0
30.0,0,0.0,0.0,12.935844522143446,0,0,0.0,0.6832292521208309,12.935844522143446,12.935844522143446,0,0.0,0.0
35.0,0,0.0,0.0,15.027852565990646,0,0,0.0,0.797840409746528,15.027852565990647,15.027852565990646,0,0.0,0.0
40.0,2,3.0,0.23076923076923078,9.260130742973526,2,2,3.0,0.5114358993983305,9.260130742973526,9.260130742973526,2,3.0,-0.03
45.0,3,16.0,1.2307692307692308,10.29204502134006,3,3,16.0,0.5434757441612809,10.282882106451732,10.29204502134006,3,16.0,-0.13
50.0,2,19.0,1.1875,7.622317552952143,2,2,19.0,0.39710806774479174,7.632747221996945,7.622317552952143,2,19.0,-0.03
55.0,5,41.0,2.5625,8.250704184418872,5,5,34.0,0.4167660862162576,7.954176480761662,8.250704184418872,5,34.0,-0.15000000000000002
60.0,5,66.0,4.125,8.87059497074384,5,5,66.0,0.447157309787029,8.615393319508291,8.87059497074384,5,66.0,-0.32
65.0,6,81.0,4.05,7.056588827771615,6,6,81.0,0.33963289074683256,6.8501856950679585,7.056588827771615,6,81.0,-0.15000000000000002
70.0,6,111.0,5.55,8.276016527673072,6,6,102.0,0.4118885467030855,7.858235892321606,8.276016527673072,6,102.0,-0.20999999999999996
75.0,8,145.0,6.304347826086956,6.663878191706465,8,8,145.0,0.3426227498485862,6.152243519884579,6.663878191706465,8,145.0,-0.42999999999999994
80.0,5,97.0,4.217391304347826,8.0497803656195,5,5,97.0,0.4241066212317995,7.946214662087558,8.0497803656195,5,97.0,0.48
85.0,7,110.0,4.4,7.636160013332014,7,7,74.0,0.39429159475064246,7.226518878190428,7.636160013332014,7,74.0,0.22999999999999998
90.0,6,137.0,5.48,8.520686032932161,6,6,137.0,0.4479204152200792,8.027141301379988,8.520686032932161,6,137.0,-0.6300000000000001
95.0,3,39.0,1.56,9.205171725767869,3,3,39.0,0.5036519768222425,9.37115705768206,9.205171725767869,3,39.0,0.9800000000000001
100.0,4,18.0,0.6428571428571429,7.756093937492987,4,4,-30.0,0.37472548678742634,6.616870647578329,7.756093937492987,4,-30.0,0.69
105.0,4,38.0,1.4074074074074074,9.368871195187914,4,4,38.0,0.5020971049488401,8.857627744494728,9.368871195187914,4,38.0,-0.6799999999999999
110.0,3,25.0,0.8333333333333334,8.063821740733868,3,3,25.0,0.3871597721903767,7.048418179050753,8.063821740733868,3,25.0,0.13
115.0,5,48.0,1.6,8.733563181711718,5,5,29.0,0.42754290356407687,7.9572112661850305,8.733563181711718,5,29.0,-0.03999999999999998
120.0,5,73.0,2.433333333333333,9.29368324944795,5,5,73.0,0.4663805596643587,8.650940842340853,9.29368324944795,5,73.0,-0.44
125.0,7,77.0,2.4838709677419355,7.830550994365006,7,7,77.0,0.3615508434831721,6.8172339093161085,7.830550994365006,7,77.0,-0.040000000000000036
130.0,6,107.0,3.4516129032258065,8.849245899849473,6,6,86.0,0.4099203999512371,7.779994598913925,8.849245899849473,6,86.0,-0.08999999999999997
135.0,7,139.0,4.088235294117647,7.617573672644941,7,7,139.0,0.3063847618250176,5.820509593764024,7.617573672644941,7,139.0,-0.5299999999999999
140.0,6,104.0,3.25,8.350100895686595,6,6,104.0,0.37946688641870036,7.462309646028964,8.350100895686595,6,104.0,0.34999999999999987
145.0,9,126.0,3.9375,7.633590024030179,9,9,98.0,0.35912660189565715,6.6470628057251835,7.633590024030179,9,98.0,0.06000000000000005
150.0,7,159.0,4.96875,8.453621565715373,7,7,159.0,0.4306940489501013,7.772926369503288,8.453621565715373,7,159.0,-0.6100000000000001
155.0,5,62.0,1.9375,8.528202290783629,4,5,61.0,0.44950141135788885,8.39857195054178,8.528202290783629,4,61.0,0.9800000000000001
160.0,6,45.0,1.2857142857142858,7.693351713607964,6,6,-6.0,0.3307553143971199,6.256783912327925,7.693351713607964,6,-6.0,0.6699999999999999
165.0,5,64.0,2.064516129032258,8.500641135309872,5,5,64.0,0.4063158021168549,7.5567915394395255,8.500641135309872,5,64.0,-0.7
170.0,5,89.0,2.966666666666667,7.380574662937909,5,5,89.0,0.3473179690788355,6.357919309575209,7.380574662937909,5,89.0,-0.25
175.0,5,40.0,1.3793103448275863,7.50092195030456,5,5,40.0,0.3602132315743728,6.720990746143226,7.50092195030456,5,40.0,0.49
180.0,5,57.0,2.0357142857142856,8.1671359072951,5,5,22.0,0.41948570983257105,7.707499896708505,8.1671359072951,5,22.0,0.18000000000000002
185.0,6,78.0,2.4375,7.296883847534623,6,6,78.0,0.3164283532200428,5.939857676392688,7.296883847534623,6,78.0,-0.56
190.0,7,82.0,2.5625,8.591724401097236,7,7,82.0,0.41511906289428185,7.768259861274328,8.591724401097236,7,82.0,-0.039999999999999925
195.0,10,121.0,3.4571428571428573,6.935948984471401,10,10,121.0,0.2667982276823589,5.1254384403983115,6.935948984471401,10,121.0,-0.39
200.0,10,171.0,5.181818181818182,7.927362736147876,10,10,145.0,0.34815846451086907,6.674693743550689,7.927362736147876,10,145.0,-0.24
205.0,10,123.0,3.5142857142857142,7.307019479984968,10,10,123.0,0.32084172283891604,6.027194935192629,7.307019479984968,10,123.0,0.21999999999999997
210.0,8,150.0,4.285714285714286,8.25334544227441,8,8,113.0,0.37520140292071136,7.184259393071911,8.25334544227441,8,113.0,0.10000000000000009
215.0,8,190.0,5.757575757575758,8.369080501478253,8,8,190.0,0.39090546190263176,7.3468109171346665,8.369080501478253,8,190.0,-0.77
220.0,8,147.0,4.323529411764706,6.910708975201945,8,8,147.0,0.2738736648292812,5.449040785718762,6.910708975201945,8,147.0,0.42999999999999994
225.0,7,165.0,5.5,7.979685496808728,7,7,137.0,0.3702331537779669,7.234531358054802,7.979685496808728,7,137.0,0.09999999999999987
230.0,8,201.0,6.090909090909091,7.049428450506898,8,8,201.0,0.3019662956565903,5.6679707653661975,7.049428450506898,8,201.0,-0.6399999999999997
235.0,8,229.0,7.15625,7.524704537484126,8,8,229.0,0.3348713627350537,6.6612689426363065,7.524704537484126,8,229.0,-0.28000000000000025
240.0,8,269.0,8.40625,7.719405708832572,8,8,259.0,0.33258955942617885,6.453020580809446,7.719405708832572,8,259.0,-0.2999999999999998
245.0,10,316.0,9.294117647058824,7.163045985339558,10,10,316.0,0.3063275661989953,5.816654505086768,7.163045985339558,10,316.0,-0.5700000000000003
250.0,7,166.0,4.882352941176471,7.874575910218912,7,7,166.0,0.34639157025252715,6.7710634908379115,7.874575910218912,7,166.0,1.5000000000000002
255.0,5,76.0,2.111111111111111,7.360067383798035,5,5,3.0,0.3210884379041983,5.90749744694894,7.360067383798035,5,3.0,1.63
260.0,5,101.0,2.8055555555555554,8.861946351317991,5,5,101.0,0.4571419508720499,8.261151334519626,8.861946351317991,5,101.0,-0.98
265.0,10,85.0,2.2972972972972974,7.345469754045768,10,10,85.0,0.3319025172558791,6.094981194432579,7.345469754045768,10,85.0,0.16000000000000003
270.0,10,131.0,3.638888888888889,7.779726358876941,10,10,89.0,0.3378715090569878,6.283272842637595,7.779726358876941,10,89.0,-0.040000000000000036
275.0,10,181.0,5.171428571428572,8.337379696160752,10,10,181.0,0.37868342291576673,7.132149256209899,8.337379696160752,10,181.0,-0.92
280.0,9,122.0,3.388888888888889,6.792726769049634,9,9,122.0,0.24590776932824204,4.92084240327535,6.792726769049634,9,122.0,0.5900000000000001
285.0,9,151.0,4.4411764705882355,7.724529012681569,9,9,108.0,0.3344751669226905,6.4980935237888415,7.724529012681569,9,108.0,0.1399999999999999
290.0,10,197.0,5.628571428571429,6.598191463205791,10,10,197.0,0.2657147047886636,5.075808356706675,6.598191463205791,10,197.0,-0.8899999999999999
295.0,9,159.0,4.676470588235294,7.304967144740616,9,9,159.0,0.32337147070247635,6.162910082261496,7.304967144740616,9,159.0,0.3799999999999999
300.0,6,138.0,4.451612903225806,7.523541349805733,6,6,110.0,0.33679984395385365,6.309031521598632,7.523541349805733,6,110.0,0.49
305.0,8,176.0,5.0285714285714285,7.69769346263557,8,8,176.0,0.3534652393537415,6.351992691726623,7.69769346263557,8,176.0,-0.6599999999999999
310.0,7,91.0,2.6,8.045643086157842,7,7,91.0,0.36715193796253265,6.93748489514846,8.045643086157842,7,91.0,0.85
315.0,7,89.0,2.4722222222222223,7.573686012451836,7,7,38.0,0.30753655304359884,5.801041863291241,7.573686012451836,7,38.0,0.53
320.0,7,124.0,3.757575757575758,8.701249896728163,7,7,124.0,0.41825864266527824,7.766615285352752,8.701249896728163,7,124.0,-0.86
325.0,8,94.0,2.611111111111111,7.8101189905415715,8,8,94.0,0.3469669526075277,6.557560400635328,7.8101189905415715,8,94.0,0.30000000000000004
330.0,7,125.0,3.4722222222222223,8.701890739799138,7,7,97.0,0.3826908049040486,7.407986504821705,8.701890739799138,7,97.0,-0.030000000000000027
335.0,7,160.0,4.848484848484849,9.194880317659647,7,7,160.0,0.4396246874214249,8.289472223439475,9.194880317659647,7,160.0,-0.6300000000000001
340.0,10,202.0,5.771428571428571,7.459192593561785,10,10,202.0,0.2771777293502298,5.361561872486406,7.459192593561785,10,202.0,-0.41999999999999993
345.0,10,252.0,7.2,8.356814003427257,10,10,252.0,0.32883593852952914,6.475392636331224,8.356814003427257,10,252.0,-0.5
350.0,8,182.0,4.918918918918919,7.242573690653145,8,8,182.0,0.24346940001704728,4.75385380102985,7.242573690653145,8,182.0,0.7
355.0,7,180.0,5.142857142857143,8.27182724357546,7,7,142.0,0.3559891472626946,6.5804370295226935,8.27182724357546,7,142.0,0.40000000000000013
360.0,7,215.0,6.323529411764706,8.557296955114865,7,7,215.0,0.39652156201783584,6.995260717685483,8.557296955114865,7,215.0,-0.73
365.0,8,153.0,4.5,7.204522872853419,8,8,153.0,0.3056693737064248,5.595509515449701,7.204522872853419,8,153.0,0.6199999999999999
370.0,6,164.0,5.125,8.630554143256727,6,6,126.0,0.4242755804339475,7.703414826777568,8.630554143256727,6,126.0,0.27
375.0,7,195.0,5.735294117647059,7.6650664440445215,7,7,195.0,0.3491885854334774,6.13219382406301,7.6650664440445215,7,195.0,-0.69
380.0,6,186.0,5.8125,8.134149444059485,6,6,186.0,0.40291786356495435,7.330427202683664,8.134149444059485,6,186.0,0.08999999999999986
385.0,9,216.0,6.352941176470588,8.17629243923628,9,9,192.0,0.3885108085746597,7.206967511827184,8.17629243923628,9,192.0,-0.05999999999999983
390.0,8,252.0,7.875,8.34089511262869,8,8,252.0,0.40165637076603355,7.398926354528813,8.34089511262869,8,252.0,-0.6000000000000001
395.0,7,121.0,3.78125,8.51449961523818,7,7,121.0,0.419135682033142,7.902006916974282,8.51449961523818,7,121.0,1.31
400.0,8,156.0,4.457142857142857,7.545373551697229,8,8,46.0,0.2983187002548874,5.72176928735432,7.545373551697229,8,46.0,0.75
405.0,9,201.0,5.742857142857143,8.438990814088084,9,9,201.0,0.3824190074331164,7.118064098716014,8.438990814088084,9,201.0,-1.5499999999999998
410.0,8,117.0,3.1621621621621623,6.78527164323154,8,8,117.0,0.25152971197258683,4.765953530339148,6.78527164323154,8,117.0,0.8399999999999999
415.0,6,110.0,3.235294117647059,8.014765256255613,6,6,67.0,0.36343707192186914,6.791831635183956,8.014765256255613,6,67.0,0.4999999999999999
420.0,6,140.0,4.375,8.532563953713911,6,6,140.0,0.42061218237730386,7.6044366003134485,8.532563953713911,6,140.0,-0.7299999999999999
425.0,7,139.0,3.861111111111111,7.502606695204465,7,7,139.0,0.31502548171797995,6.0882080261206735,7.502606695204465,7,139.0,0.010000000000000009
430.0,7,174.0,5.2727272727272725,8.143983680210992,7,7,154.0,0.37047177940493004,7.105155768609662,8.143983680210992,7,154.0,-0.15000000000000013
435.0,9,212.0,6.235294117647059,7.240971134063499,9,9,212.0,0.31600451479514124,5.696091748391313,7.240971134063499,9,212.0,-0.5800000000000001
440.0,6,98.0,2.9696969696969697,7.994310138985639,6,6,98.0,0.3791910564728913,7.220745425494658,7.994310138985639,6,98.0,1.1400000000000001
445.0,6,57.0,1.6764705882352942,7.751721552471448,6,6,-1.0,0.3617500679678109,6.91060748117232,7.751721552471448,6,-1.0,0.99
450.0,5,80.0,2.3529411764705883,8.857598556546595,5,5,80.0,0.4379674585103828,8.324123288306023,8.857598556546595,5,80.0,-0.81
455.0,4,23.0,0.6764705882352942,8.99307375262495,4,4,23.0,0.43548026817302965,8.611983175880527,8.99307375262495,4,23.0,0.5700000000000001
460.0,7,35.0,1.0294117647058822,7.5628727829603974,7,7,7.0,0.2848560226266807,5.921705518447065,7.5628727829603974,7,7.0,0.16
465.0,6,64.0,1.8823529411764706,8.702417793067916,6,6,64.0,0.38097078944977103,7.661265260079008,8.702417793067916,6,64.0,-0.5700000000000001
470.0,10,92.0,2.6285714285714286,6.853176698773145,10,10,92.0,0.2551858382732308,4.899708378846621,6.853176698773145,10,92.0,-0.28
475.0,10,142.0,4.176470588235294,7.714256581599396,10,10,135.0,0.323668294368808,6.217167363467117,7.714256581599396,10,135.0,-0.43000000000000005
480.0,10,192.0,6.0,7.314750128967109,10,10,192.0,0.2847622569857134,5.3738284345391545,7.314750128967109,10,192.0,-0.5699999999999998
485.0,10,162.0,4.5,6.8893192363381335,10,10,162.0,0.26082030025589537,4.944989067142617,6.8893192363381335,10,162.0,0.2999999999999998
490.0,8,182.0,5.352941176470588,8.1586138579673,8,8,154.0,0.38048698391386293,6.981352703506241,8.1586138579673,8,154.0,0.08000000000000007
495.0,10,224.0,6.588235294117647,7.10803067039792,10,10,224.0,0.31982704940840223,5.756720204726424,7.10803067039792,10,224.0,-0.7000000000000002
500.0,8,151.0,4.71875,7.613150634900954,8,8,151.0,0.35444320094173326,6.813804214298583,7.613150634900954,8,151.0,0.7300000000000002
505.0,9,156.0,4.7272727272727275,6.922150386703125,9,9,107.0,0.3208044492173808,5.920280665468601,6.922150386703125,9,107.0,0.43999999999999995
510.0,8,194.0,5.878787878787879,8.07649540861352,8,8,194.0,0.3899330623642554,7.100348881000647,8.07649540861352,8,194.0,-0.8699999999999999
515.0,6,94.0,2.9375,8.319324952365157,6,6,94.0,0.40445966912202824,7.597612539719583,8.319324952365157,6,94.0,1.0
520.0,5,47.0,1.4242424242424243,7.494100901862898,5,5,3.0,0.3295944714583056,6.092580248027954,7.494100901862898,5,3.0,0.9099999999999999
525.0,6,77.0,2.40625,8.649113903800526,6,6,77.0,0.4389124464571806,7.8956161315871665,8.649113903800526,6,77.0,-0.74
530.0,7,101.0,2.8857142857142857,6.792865154034068,7,7,101.0,0.28989044295152205,5.212031371915789,6.792865154034068,7,101.0,-0.24
535.0,10,150.0,4.285714285714286,7.531595202069605,10,10,144.0,0.33282739748900425,5.951186059490236,7.531595202069605,10,144.0,-0.42999999999999994
540.0,10,200.0,5.714285714285714,7.828866234521754,10,10,200.0,0.32933607912338214,5.92951722694618,7.828866234521754,10,200.0,-0.56
545.0,10,148.0,3.8947368421052633,7.018793777958621,10,10,148.0,0.2637752199845664,4.865048790710487,7.018793777958621,10,148.0,0.52
550.0,8,170.0,4.722222222222222,8.168677194470408,8,8,127.0,0.37855310725772073,6.854490643002889,8.168677194470408,8,127.0,0.20999999999999996
555.0,10,212.0,5.888888888888889,7.187439432439451,10,10,212.0,0.32102586367712393,5.767662288103942,7.187439432439451,10,212.0,-0.8500000000000001
560.0,8,145.0,4.142857142857143,7.783554580996058,8,8,145.0,0.3643668838862531,6.767672073279872,7.783554580996058,8,145.0,0.6700000000000002
565.0,9,152.0,4.222222222222222,7.446455767373525,9,9,109.0,0.3410555174272233,6.245512994104902,7.446455767373525,9,109.0,0.3599999999999999
570.0,8,188.0,5.371428571428571,8.242004595323253,8,8,188.0,0.3976899767009314,7.290135695615174,8.242004595323253,8,188.0,-0.7899999999999998
575.0,7,207.0,6.2727272727272725,8.234866357248066,7,7,207.0,0.4211302341196633,7.5764062713552125,8.234866357248066,7,207.0,-0.18999999999999995
580.0,10,247.0,7.484848484848484,6.894183681208573,10,10,234.0,0.29656710266404596,5.1856842220524,6.894183681208573,10,234.0,-0.27
585.0,10,297.0,9.28125,7.73667202294137,10,10,297.0,0.35817312182818056,6.334456100991365,7.73667202294137,10,297.0,-0.6300000000000003
590.0,8,165.0,4.714285714285714,7.11289217759183,8,8,165.0,0.27992124448763367,5.462261036569968,7.11289217759183,8,165.0,1.3200000000000003
595.0,5,62.0,1.7714285714285714,7.9502074943043635,5,5,4.0,0.345654119733917,6.665397267342523,7.9502074943043635,5,4.0,1.6099999999999999
600.0,5,87.0,2.4857142857142858,8.515390537278565,5,5,87.0,0.39544610944356684,7.463497219987113,8.515390537278565,5,87.0,-0.83
605.0,9,98.0,2.6486486486486487,7.308436113832621,9,9,98.0,0.2881789378136115,5.833157326434683,7.308436113832621,9,98.0,-0.10999999999999999
610.0,10,148.0,4.111111111111111,7.699055205655434,10,10,127.0,0.31664328640671,6.205733002207744,7.699055205655434,10,127.0,-0.29000000000000004
615.0,14,204.0,5.828571428571428,6.320123637021894,14,14,204.0,0.24288197126938052,4.564402914048917,6.320123637021894,14,204.0,-0.77
