step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,J0_stopped,J0_accumulated_waiting_time,J0_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time,reward
5.0,1,0.0,0.0,2.56,1,0.0,0.14910623674434179,1,0.0,0.0
10.0,0,0.0,0.0,5.599999999999999,0,0.0,0.3204134626947712,0,0.0,0.0
15.0,0,0.0,0.0,6.880000000000001,0,0.0,0.38729438552769063,0,0.0,0.0
20.0,0,0.0,0.0,10.109090909090911,0,0.0,0.5626747566343551,0,0.0,0.0
25.0,1,0.0,0.0,10.00672282297118,1,0.0,0.5536396000363153,1,0.0,0.0
30.0,0,0.0,0.0,12.285527075837695,0,0.0,0.675036520438342,0,0.0,0.0
35.0,0,0.0,0.0,12.4517342954092,0,0.0,0.6776369994109588,0,0.0,0.0
40.0,1,1.0,0.045454545454545456,11.809700973071939,1,1.0,0.6450709234782124,1,1.0,-0.01
45.0,5,17.0,0.6296296296296297,9.969479096539445,5,17.0,0.5306871993434745,5,17.0,-0.16
50.0,7,43.0,1.5357142857142858,8.73641151779777,7,43.0,0.4557144351747922,7,43.0,-0.26
55.0,9,85.0,2.65625,8.62103174179093,9,85.0,0.44351570628131914,9,85.0,-0.42
60.0,10,133.0,4.03030303030303,8.413507992085588,10,133.0,0.4261446684520067,10,133.0,-0.4800000000000001
65.0,15,196.0,5.157894736842105,7.217078142493854,15,196.0,0.35155463083274535,15,196.0,-0.6299999999999999
70.0,17,273.0,7.0,6.785048705144482,17,273.0,0.324195531761349,17,273.0,-0.77
75.0,18,362.0,8.418604651162791,6.505215448351518,18,362.0,0.31173903330133534,18,362.0,-0.8900000000000001
80.0,22,465.0,10.568181818181818,6.16114075455157,22,465.0,0.28637673884213066,22,465.0,-1.0300000000000002
85.0,24,578.0,11.795918367346939,5.7629717866412635,24,578.0,0.26681856894704964,24,578.0,-1.13
90.0,26,704.0,14.08,5.699489002050828,26,704.0,0.25892460334967615,26,704.0,-1.2599999999999998
95.0,25,708.0,13.11111111111111,5.263153709116835,25,782.0,0.24492951251306255,25,782.0,-0.7800000000000002
100.0,25,771.0,14.547169811320755,5.282156355583542,25,833.0,0.2569775535101259,25,833.0,-0.5099999999999998
105.0,28,901.0,15.53448275862069,5.5148745713985825,28,914.0,0.2662047710337307,28,914.0,-0.8100000000000005
110.0,31,1035.0,17.844827586206897,4.952377729471329,31,1048.0,0.22154774016669063,31,1048.0,-1.3399999999999999
115.0,32,1194.0,19.258064516129032,4.8260499945813535,32,1209.0,0.21343018443407796,32,1209.0,-1.6099999999999994
120.0,36,1365.0,21.666666666666668,4.817255277108049,36,1378.0,0.20634613026877946,36,1378.0,-1.6899999999999995
125.0,38,1548.0,23.104477611940297,4.426432147141067,38,1561.0,0.19463940399394658,38,1561.0,-1.83
130.0,40,1745.0,26.044776119402986,4.391351912723618,40,1758.0,0.18158603730169035,40,1758.0,-1.9699999999999989
135.0,42,1951.0,27.47887323943662,4.117172276701783,42,1964.0,0.1668099532558011,42,1964.0,-2.0600000000000023
140.0,43,1902.0,26.788732394366196,4.076761372577517,43,2083.0,0.16830027596538266,43,2083.0,-1.1899999999999977
145.0,42,1833.0,24.11842105263158,3.9753746758068123,42,2123.0,0.1709621342233432,42,2123.0,-0.40000000000000213
150.0,39,1966.0,25.532467532467532,4.497625531855152,39,2181.0,0.19827750148747983,39,2181.0,-0.5799999999999983
155.0,43,2155.0,26.9375,4.074406034359006,43,2373.0,0.16797249458192118,43,2373.0,-1.9200000000000017
160.0,50,2390.0,29.875,3.8533678875824577,50,2607.0,0.14836232835885532,50,2607.0,-2.34
165.0,51,2643.0,31.843373493975903,3.725972841213849,51,2858.0,0.15412500271050625,51,2858.0,-2.509999999999998
170.0,54,2910.0,35.06024096385542,3.7640220585976407,54,3125.0,0.14824951577503534,54,3125.0,-2.6700000000000017
175.0,56,3187.0,37.94047619047619,3.2837378162266644,56,3402.0,0.12535628485930228,56,3402.0,-2.770000000000003
180.0,60,3478.0,41.404761904761905,3.1385360269767544,60,3693.0,0.12459640147428087,60,3693.0,-2.9099999999999966
185.0,60,3776.0,42.90909090909091,3.188173909180105,60,3991.0,0.12307196992299374,60,3991.0,-2.979999999999997
190.0,64,4087.0,45.92134831460674,3.0949734630439054,64,4302.0,0.11168434663983656,64,4302.0,-3.1100000000000065
195.0,62,4147.0,44.59139784946237,2.922442605498334,62,4521.0,0.10282753058944073,62,4521.0,-2.1899999999999977
200.0,62,4154.0,44.666666666666664,3.0134331358701893,62,4661.0,0.11922263899595606,62,4661.0,-1.3999999999999986
205.0,59,4365.0,45.0,3.203925034825188,59,4808.0,0.12726848273861724,59,4808.0,-1.4699999999999989
210.0,63,4661.0,48.05154639175258,3.1121760320812046,63,5104.0,0.11691001172865548,63,5104.0,-2.960000000000001
215.0,69,4995.0,50.96938775510204,2.706223570412231,69,5440.0,0.09341957734738879,69,5440.0,-3.3599999999999994
220.0,74,5356.0,54.101010101010104,2.7879990866447706,74,5799.0,0.09943104901418397,74,5799.0,-3.5900000000000034
225.0,75,5725.0,56.68316831683168,2.402756582547227,75,6168.0,0.08227432605044067,75,6168.0,-3.6899999999999977
230.0,78,6111.0,60.504950495049506,2.4820599709436135,78,6554.0,0.0846603241115467,78,6554.0,-3.8600000000000065
235.0,80,6506.0,61.96190476190476,2.3815594396455904,80,6949.0,0.07836429683155145,80,6949.0,-3.9499999999999886
240.0,84,6917.0,65.25471698113208,2.410938304705412,84,7360.0,0.08352317679856396,84,7360.0,-4.109999999999999
245.0,85,7336.0,67.30275229357798,2.1762750280997785,85,7779.0,0.07290004057265283,85,7779.0,-4.190000000000012
250.0,88,7772.0,71.30275229357798,2.1243363337982184,88,8215.0,0.07163567900254263,88,8215.0,-4.359999999999999
255.0,87,8077.0,72.76576576576576,1.9384056894994268,87,8549.0,0.06630373878806484,87,8549.0,-3.339999999999989
260.0,86,8284.0,75.30909090909091,1.9248421241180473,86,8798.0,0.07401678798234337,86,8798.0,-2.490000000000009
265.0,83,8569.0,75.83185840707965,2.141025564738185,83,9064.0,0.0882360946888425,83,9064.0,-2.6599999999999966
270.0,86,8976.0,78.73684210526316,2.1340800581071124,86,9472.0,0.08235515332218148,86,9472.0,-4.079999999999998
275.0,93,9427.0,79.88983050847457,1.9708214319823278,93,9925.0,0.06386269767818191,93,9925.0,-4.530000000000001
280.0,97,9909.0,84.6923076923077,1.954533365772049,97,10405.0,0.06561213634734875,97,10405.0,-4.799999999999997
285.0,98,10398.0,88.11864406779661,1.6966658167701671,98,10894.0,0.059150844851016876,98,10894.0,-4.890000000000001
290.0,99,10893.0,92.3135593220339,1.8651433079133293,99,11389.0,0.06389826467542253,99,11389.0,-4.950000000000003
295.0,100,11390.0,94.13223140495867,1.8744995267331097,100,11886.0,0.062139555149770175,100,11886.0,-4.969999999999999
300.0,101,11894.0,99.11666666666666,1.7934820586593552,101,12390.0,0.0581043595861331,101,12390.0,-5.040000000000006
305.0,99,12292.0,99.9349593495935,2.012470783852745,99,12797.0,0.06338542839155156,99,12797.0,-4.069999999999993
310.0,96,12600.0,104.13223140495867,1.911013778492757,96,13114.0,0.06429333488243259,96,13114.0,-3.1699999999999875
315.0,93,12951.0,106.15573770491804,2.026084018454222,93,13432.0,0.07812277508175199,93,13432.0,-3.180000000000007
320.0,94,13405.0,110.78512396694215,1.8763017226160246,94,13887.0,0.06770325447945066,94,13887.0,-4.550000000000011
325.0,100,13895.0,112.05645161290323,1.8511381114759604,100,14379.0,0.05986284724502788,100,14379.0,-4.9199999999999875
330.0,102,14404.0,118.06557377049181,1.7555457858943226,102,14886.0,0.06283215796222702,102,14886.0,-5.070000000000022
335.0,103,14919.0,119.352,1.7271402062059291,103,15401.0,0.06067648774797789,103,15401.0,-5.149999999999977
340.0,104,15439.0,123.512,1.7522580645035772,104,15921.0,0.05114489521807547,104,15921.0,-5.200000000000017
345.0,105,15964.0,124.71875,1.8380575776318029,105,16446.0,0.05676043114553167,105,16446.0,-5.25
350.0,107,16495.0,130.9126984126984,1.7176489089232976,107,16977.0,0.051293415751411685,107,16977.0,-5.310000000000002
355.0,104,16919.0,132.1796875,1.7679379763694365,104,17409.0,0.0524716643208423,104,17409.0,-4.319999999999993
360.0,102,17257.0,134.8203125,1.860648793884793,102,17757.0,0.05997234300465049,102,17757.0,-3.4799999999999898
365.0,98,17629.0,135.6076923076923,2.1505926271970437,98,18111.0,0.07987554664370017,98,18111.0,-3.5400000000000205
370.0,100,18109.0,142.59055118110237,1.8997937837561938,100,18592.0,0.06417429958970779,100,18592.0,-4.809999999999974
375.0,105,18624.0,144.37209302325581,1.7822637019732717,105,19109.0,0.055618570871505,105,19109.0,-5.170000000000016
380.0,108,19160.0,150.86614173228347,1.660992796027996,108,19643.0,0.05626350296356728,108,19643.0,-5.340000000000003
385.0,108,19700.0,151.53846153846155,1.6854962271487066,108,20183.0,0.05686196262787453,108,20183.0,-5.400000000000006
390.0,110,20248.0,158.1875,1.672666477713976,110,20731.0,0.05405148312409226,110,20731.0,-5.47999999999999
395.0,110,20798.0,158.76335877862596,1.6978667610458529,110,21281.0,0.056184787801257165,110,21281.0,-5.5
400.0,112,21356.0,164.27692307692308,1.5907865990615864,112,21839.0,0.04877728638691023,112,21839.0,-5.579999999999984
405.0,113,21917.0,164.78947368421052,1.5901713110402664,113,22400.0,0.050688214647079,113,22400.0,-5.610000000000014
410.0,114,22485.0,170.3409090909091,1.5544380565142248,114,22968.0,0.04952271321796628,114,22968.0,-5.680000000000007
415.0,115,23056.0,173.35338345864662,1.4198161462510943,115,23539.0,0.04918196499874319,115,23539.0,-5.7099999999999795
420.0,114,23479.0,177.87121212121212,1.3895989374544242,114,24000.0,0.0455460173102602,114,24000.0,-4.610000000000014
425.0,110,23785.0,178.8345864661654,1.381327779970848,110,24365.0,0.05250361200632583,110,24365.0,-3.6500000000000057
430.0,107,24126.0,181.3984962406015,1.7036294764481963,107,24733.0,0.06735741969117144,107,24733.0,-3.680000000000007
435.0,106,24612.0,183.67164179104478,1.4716207781751647,106,25247.0,0.05414885512680204,106,25247.0,-5.139999999999986
440.0,112,25161.0,187.76865671641792,1.4583772530261174,112,25793.0,0.048996596535229996,112,25793.0,-5.460000000000008
445.0,115,25733.0,187.83211678832117,1.440447949476873,115,26363.0,0.04658653027527712,115,26363.0,-5.699999999999989
450.0,117,26318.0,192.1021897810219,1.5469573170053945,117,26948.0,0.04477064488059203,117,26948.0,-5.850000000000023
455.0,118,26904.0,194.95652173913044,1.5025849905032702,118,27534.0,0.0492826731677043,118,27534.0,-5.859999999999957
460.0,119,27496.0,199.2463768115942,1.5019255465318657,119,28126.0,0.04069276844237787,119,28126.0,-5.920000000000016
465.0,121,28093.0,200.6642857142857,1.4155639460713052,121,28723.0,0.038376533087659336,121,28723.0,-5.970000000000027
470.0,118,28587.0,204.19285714285715,1.558564057134909,118,29210.0,0.04161963963454632,118,29210.0,-4.8700000000000045
475.0,114,28988.0,204.14084507042253,1.6402460187783876,114,29591.0,0.05165768941102476,114,29591.0,-3.8100000000000023
480.0,111,29385.0,206.93661971830986,1.8892983501102494,111,29978.0,0.06451624121904649,111,29978.0,-3.8699999999999477
485.0,113,29910.0,207.70833333333334,1.7734535764570865,112,30525.0,0.054781489214893266,112,30525.0,-5.470000000000027
490.0,117,30484.0,211.69444444444446,1.8264934951068423,117,31104.0,0.04968314378836483,117,31104.0,-5.7900000000000205
495.0,122,31083.0,217.36363636363637,1.5048830574187368,122,31699.0,0.04196867374637005,122,31699.0,-5.949999999999989
500.0,120,30653.0,217.39716312056737,1.4480820840019626,120,31904.0,0.0437433334510288,120,31904.0,-2.0500000000000114
505.0,117,29517.0,204.97916666666666,1.5740768336767093,117,31722.0,0.0470415369425312,117,31722.0,1.8199999999999932
510.0,113,28484.0,197.80555555555554,1.9232481928926157,113,31554.0,0.0637418287115739,113,31554.0,1.6800000000000068
515.0,110,27626.0,190.5241379310345,1.8696175196291267,110,32093.0,0.06093907838316335,110,32093.0,-5.389999999999986
520.0,111,27004.0,188.83916083916083,1.82818218165381,111,32644.0,0.05691034679287616,111,32644.0,-5.509999999999991
525.0,113,26605.0,182.22602739726028,1.88123590174766,113,33203.0,0.05881571749194237,113,33203.0,-5.589999999999975
530.0,113,26424.0,182.2344827586207,1.8964935802084404,113,33768.0,0.056273462528599265,113,33768.0,-5.650000000000034
