step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,J0_stopped,J0_stopped_cross_check,J0_accumulated_waiting_time,J0_average_speed,J0_average_speed_2,J0_average_speed_cross_check,agents_total_stopped,agents_total_accumulated_waiting_time,reward
5.0,0,0.0,0.0,3.2,0,0,0.0,0.17297881929122652,3.2,3.2,0,0.0,3.2
10.0,0,0.0,0.0,7.199999999999999,0,0,0.0,0.3892023434052596,7.199999999999999,7.199999999999999,0,0.0,7.199999999999999
15.0,0,0.0,0.0,7.085714285714287,0,0,0.0,0.3804656284867752,7.085714285714287,7.085714285714287,0,0.0,7.085714285714287
20.0,0,0.0,0.0,11.085714285714287,0,0,0.0,0.5902919027413139,11.085714285714289,11.085714285714287,0,0.0,11.085714285714289
25.0,3,0.0,0.0,10.282448054812985,3,3,0.0,0.5449335575981531,10.282448054812987,10.282448054812985,3,0.0,10.282448054812987
30.0,0,0.0,0.0,12.68244805481299,0,0,0.0,0.6621345906530793,12.682448054812989,12.68244805481299,0,0.0,12.682448054812989
35.0,0,0.0,0.0,15.06530897738902,0,0,0.0,0.7783522361524089,15.06530897738902,15.06530897738902,0,0.0,15.06530897738902
40.0,2,2.0,0.15384615384615385,8.389922029798447,2,2,2.0,0.42233381478740556,8.389922029798445,8.389922029798447,2,2.0,8.389922029798445
45.0,3,17.0,1.3076923076923077,10.120518881759994,3,3,17.0,0.5022136480322342,10.12051888175999,10.120518881759994,3,17.0,10.12051888175999
50.0,4,33.0,2.0625,7.616930178453258,4,4,33.0,0.37078981306436376,7.526562300993961,7.616930178453258,4,33.0,7.526562300993961
55.0,5,58.0,3.625,8.778390998961555,5,5,58.0,0.43527042445468156,8.646033753390036,8.778390998961555,5,58.0,8.646033753390036
60.0,3,51.0,3.1875,8.438590899057164,3,3,51.0,0.42038565942269324,8.607170666809415,8.438590899057164,3,51.0,8.607170666809415
65.0,5,73.0,3.65,7.501400431427008,5,5,57.0,0.37733661526755824,7.32375134777341,7.501400431427008,5,57.0,7.32375134777341
70.0,5,98.0,4.9,8.824556169589314,5,5,98.0,0.4527816992872924,8.674758098552585,8.824556169589314,5,98.0,8.674758098552585
75.0,5,112.0,4.869565217391305,6.950547651521845,5,5,112.0,0.3345577401190616,6.508647751985983,6.950547651521845,5,112.0,6.508647751985983
80.0,6,142.0,6.173913043478261,8.752113625473209,6,6,134.0,0.43172610095055164,8.213180119448426,8.752113625473209,6,134.0,8.213180119448426
85.0,9,172.0,6.615384615384615,7.721441980082337,9,9,172.0,0.3487135541871972,6.584467950974552,7.721441980082337,9,172.0,6.584467950974552
90.0,8,210.0,8.076923076923077,8.040735564792133,8,8,210.0,0.3709060602584058,7.260949959690919,8.040735564792133,8,210.0,7.260949959690919
95.0,8,250.0,10.0,8.699038695263162,8,8,250.0,0.4127440973334885,8.05702145446071,8.699038695263162,8,250.0,8.05702145446071
100.0,11,297.0,10.607142857142858,6.6646335734585795,11,11,297.0,0.2717297306371626,5.225697677920094,6.6646335734585795,11,297.0,5.225697677920094
105.0,11,352.0,12.571428571428571,7.36150490393493,11,11,352.0,0.32529012486519115,6.122375142890826,7.36150490393493,11,352.0,6.122375142890826
110.0,13,410.0,13.666666666666666,5.93251551188393,13,13,410.0,0.2535834468661194,4.359188929211626,5.93251551188393,13,410.0,4.359188929211626
115.0,13,475.0,15.833333333333334,6.558884646495341,13,13,475.0,0.29438174652926774,5.150682299106684,6.558884646495341,13,475.0,5.150682299106684
120.0,13,540.0,20.0,6.323906677456147,13,13,540.0,0.294412922895285,5.1464860190100445,6.323906677456147,13,540.0,5.1464860190100445
125.0,15,612.0,19.741935483870968,5.579405063868234,15,15,612.0,0.2586264381771882,4.439952657954627,5.579405063868234,15,612.0,4.439952657954627
130.0,15,687.0,22.9,6.025128008695942,15,15,687.0,0.2962158901823274,5.207048273632383,6.025128008695942,15,687.0,5.207048273632383
135.0,17,766.0,23.9375,4.925677013012724,17,17,766.0,0.23020269897395038,4.126550241612618,4.925677013012724,17,766.0,4.126550241612618
140.0,17,851.0,27.451612903225808,5.534101083441085,17,17,851.0,0.2669033459079894,4.958912869233184,5.534101083441085,17,851.0,4.958912869233184
145.0,21,938.0,28.424242424242426,4.914085609543654,21,21,938.0,0.21391328442047736,4.180454793840618,4.914085609543654,21,938.0,4.180454793840618
150.0,19,1033.0,31.303030303030305,5.24015701185629,19,19,1033.0,0.2462213081223283,4.7360011134142885,5.24015701185629,19,1033.0,4.7360011134142885
155.0,19,1128.0,34.18181818181818,4.898506310275769,19,19,1128.0,0.21491065987043306,4.2200197202052285,4.898506310275769,19,1128.0,4.2200197202052285
160.0,22,1233.0,35.22857142857143,3.853815894378712,22,22,1233.0,0.167801569392205,3.243846550515922,3.853815894378712,22,1233.0,3.243846550515922
165.0,22,1343.0,38.371428571428574,4.136096808506889,22,22,1343.0,0.18272951173126406,3.465442627828775,4.136096808506889,22,1343.0,3.465442627828775
170.0,24,1459.0,38.39473684210526,3.8363889745824045,24,24,1459.0,0.14390256716913813,2.7050527036166865,3.8363889745824045,24,1459.0,2.7050527036166865
175.0,24,1579.0,41.55263157894737,4.267157259239792,24,24,1579.0,0.18291782952862362,3.447031761701922,4.267157259239792,24,1579.0,3.447031761701922
180.0,24,1699.0,44.71052631578947,4.044835939180851,24,24,1699.0,0.1660976084076868,3.180088838178152,4.044835939180851,24,1699.0,3.180088838178152
185.0,26,1828.0,44.58536585365854,3.8620723171406612,26,26,1828.0,0.1683644731860749,3.147251884629871,3.8620723171406612,26,1828.0,3.147251884629871
190.0,26,1958.0,47.75609756097561,4.005803800524933,26,26,1958.0,0.16860244983658249,3.2169034436838437,4.005803800524933,26,1958.0,3.2169034436838437
195.0,28,2096.0,48.74418604651163,3.5254938703872507,28,28,2096.0,0.151842211046475,2.857248829433824,3.5254938703872507,28,2096.0,2.857248829433824
200.0,28,2236.0,52.0,3.9123519087730854,28,28,2236.0,0.17445636810830192,3.272238788030356,3.9123519087730854,28,2236.0,3.272238788030356
205.0,32,2381.0,52.91111111111111,3.804185367262933,32,32,2381.0,0.15669986778970724,2.9863254540602893,3.804185367262933,32,2381.0,2.9863254540602893
210.0,30,2531.0,57.52272727272727,3.913115264381995,30,30,2531.0,0.1793613737158934,3.369082251171216,3.913115264381995,30,2531.0,3.369082251171216
215.0,31,2682.0,60.95454545454545,3.6059973989857848,31,31,2682.0,0.1435858314730596,2.8554296555146648,3.6059973989857848,31,2682.0,2.8554296555146648
220.0,33,2843.0,60.48936170212766,3.279842339874755,33,33,2843.0,0.13107148542224098,2.548554361207677,3.279842339874755,33,2843.0,2.548554361207677
225.0,33,3008.0,64.0,3.036413835660717,33,33,3008.0,0.11310448762520751,2.186683462111511,3.036413835660717,33,3008.0,2.186683462111511
230.0,32,2643.0,53.93877551020408,3.0277551753902077,32,32,2643.0,0.11867263755219702,2.3018822306793263,3.0277551753902077,32,2643.0,2.3018822306793263
235.0,28,2116.0,44.083333333333336,3.4561610382331374,28,28,1931.0,0.1541592104684572,2.842670674411391,3.4561610382331374,28,1931.0,2.842670674411391
240.0,25,1840.0,38.333333333333336,4.160957879383134,25,25,1840.0,0.19221379184480147,3.4467850709139776,4.160957879383134,25,1840.0,3.4467850709139776
245.0,21,1810.0,35.490196078431374,4.607212611856342,21,21,1810.0,0.21190163682976512,3.8899503290313535,4.607212611856342,21,1810.0,3.8899503290313535
250.0,22,1916.0,37.568627450980394,5.193641326144215,22,22,1916.0,0.23667436155749663,4.254573753327827,5.193641326144215,22,1916.0,4.254573753327827
255.0,22,1993.0,36.907407407407405,4.61021514732506,22,22,1993.0,0.20482914928610466,3.802846337742885,4.61021514732506,22,1993.0,3.802846337742885
260.0,27,2118.0,39.9622641509434,4.374020791957222,27,27,2099.0,0.1783960255386145,3.2481628893963417,4.374020791957222,27,2099.0,3.2481628893963417
265.0,33,2263.0,41.14545454545455,4.382765409872148,33,33,2263.0,0.16267162153746775,2.9009748055488873,4.382765409872148,33,2263.0,2.9009748055488873
270.0,27,1898.0,34.50909090909091,4.954589123367427,27,27,1898.0,0.16682148217600298,3.2558506482560228,4.954589123367427,27,1898.0,3.2558506482560228
