RunNo, ExperimentNo, InitialTrainingSeed, TestingSeed, LearningRate, DiscountRate, Epsilon, RewardType, MeanReward, MeanStopped, MeanWaitingTime, MeanAverageSpeed, MeanAverageSpeed2, MeanAverageSpeedCrossCheck, 
4, DoE-1, -, 480, 0.1, 0.8, 0.2, diff-waiting-time, -0.000 +/- 0.531, 6.187 +/- 1.412, 82.696 +/- 39.172, 0.387 +/- 0.054, 7.180 +/- 0.949, 8.240 +/- 0.617, 
4, DoE-2, -, 480, 0.1, 0.8, 0.2, average-speed-2, 2.042 +/- 1.187, 60.123 +/- 27.502, 4577.448 +/- 4835.617, 0.110 +/- 0.064, 2.042 +/- 1.187, 3.202 +/- 1.521, 
4, DoE-3, -, 480, 0.1, 0.8, 0.3, diff-waiting-time, 0.000 +/- 0.563, 6.482 +/- 1.390, 94.405 +/- 47.874, 0.381 +/- 0.060, 7.079 +/- 1.065, 8.200 +/- 0.652, 
4, DoE-4, -, 480, 0.1, 0.8, 0.3, average-speed-2, 3.656 +/- 0.776, 22.391 +/- 6.504, 845.460 +/- 1017.728, 0.197 +/- 0.043, 3.656 +/- 0.776, 5.260 +/- 0.827, 
4, DoE-5, -, 480, 0.1, 0.8, 0.4, diff-waiting-time, -0.000 +/- 0.579, 7.130 +/- 1.477, 103.884 +/- 48.560, 0.366 +/- 0.046, 6.792 +/- 0.834, 7.975 +/- 0.548, 
4, DoE-6, -, 480, 0.1, 0.8, 0.4, average-speed-2, 3.364 +/- 1.029, 27.242 +/- 9.182, 2159.385 +/- 1586.233, 0.181 +/- 0.056, 3.364 +/- 1.029, 4.870 +/- 1.233, 
4, DoE-7, -, 480, 0.1, 0.9, 0.2, diff-waiting-time, -0.000 +/- 0.534, 5.942 +/- 1.587, 82.675 +/- 49.689, 0.390 +/- 0.066, 7.238 +/- 1.174, 8.291 +/- 0.727, 
4, DoE-8, -, 480, 0.1, 0.9, 0.2, average-speed-2, 3.385 +/- 1.043, 27.711 +/- 14.058, 1881.389 +/- 2731.919, 0.182 +/- 0.057, 3.385 +/- 1.043, 4.920 +/- 1.208, 
4, DoE-9, -, 480, 0.1, 0.9, 0.3, diff-waiting-time, -0.000 +/- 0.672, 9.057 +/- 1.836, 146.494 +/- 54.370, 0.328 +/- 0.046, 6.098 +/- 0.800, 7.477 +/- 0.556, 
4, DoE-10, -, 480, 0.1, 0.9, 0.3, average-speed-2, 3.976 +/- 1.232, 22.030 +/- 9.553, 1730.324 +/- 1450.365, 0.214 +/- 0.067, 3.976 +/- 1.232, 5.488 +/- 1.377, 
4, DoE-11, -, 480, 0.1, 0.9, 0.4, diff-waiting-time, -0.000 +/- 0.558, 6.448 +/- 1.476, 91.050 +/- 43.519, 0.380 +/- 0.053, 7.051 +/- 0.941, 8.165 +/- 0.564, 
4, DoE-12, -, 480, 0.1, 0.9, 0.4, average-speed-2, 3.885 +/- 1.562, 25.463 +/- 16.156, 1297.383 +/- 1530.523, 0.209 +/- 0.085, 3.885 +/- 1.562, 5.355 +/- 1.682, 
4, DoE-13, -, 480, 0.1, 0.99, 0.2, diff-waiting-time, -0.000 +/- 0.519, 6.021 +/- 1.294, 78.584 +/- 39.304, 0.391 +/- 0.053, 7.267 +/- 0.944, 8.296 +/- 0.601, 
4, DoE-14, -, 480, 0.1, 0.99, 0.2, average-speed-2, 1.539 +/- 1.263, 82.587 +/- 38.430, 705672.772 +/- 723491.178, 0.083 +/- 0.068, 1.539 +/- 1.263, 2.452 +/- 1.683, 
4, DoE-15, -, 480, 0.1, 0.99, 0.3, diff-waiting-time, 0.000 +/- 0.565, 6.499 +/- 1.391, 94.820 +/- 47.880, 0.381 +/- 0.060, 7.073 +/- 1.064, 8.194 +/- 0.654, 
4, DoE-16, -, 480, 0.1, 0.99, 0.3, average-speed-2, 4.196 +/- 0.842, 18.709 +/- 5.820, 1242.819 +/- 761.338, 0.226 +/- 0.047, 4.196 +/- 0.842, 5.784 +/- 0.910, 
4, DoE-17, -, 480, 0.1, 0.99, 0.4, diff-waiting-time, -0.000 +/- 1.373, 8.343 +/- 1.946, 472.958 +/- 333.414, 0.347 +/- 0.050, 6.441 +/- 0.914, 7.710 +/- 0.673, 
