RunNo, ExperimentNo, InitialTrainingSeed, TestingSeed, LearningRate, DiscountRate, Epsilon, RewardType, MeanReward, MeanStopped, MeanWaitingTime, MeanAverageSpeed, MeanAverageSpeed2, MeanAverageSpeedCrossCheck, 
3, DoE-1, -, 380, 0.1, 0.8, 0.2, diff-waiting-time, -0.000, 6.364, 90.054, 0.380, 7.057, 8.163, 
3, DoE-2, -, 380, 0.1, 0.8, 0.2, average-speed-2, 1.600, 73.896, 3596.715, 0.086, 1.600, 2.630, 
3, DoE-3, -, 380, 0.1, 0.8, 0.3, diff-waiting-time, -0.000, 8.788, 140.681, 0.333, 6.183, 7.543, 
3, DoE-4, -, 380, 0.1, 0.8, 0.3, average-speed-2, 1.524, 75.655, 3988.042, 0.082, 1.524, 2.545, 
3, DoE-5, -, 380, 0.1, 0.8, 0.4, diff-waiting-time, -0.000, 6.698, 93.831, 0.375, 6.968, 8.094, 
3, DoE-6, -, 380, 0.1, 0.8, 0.4, average-speed-2, 3.806, 22.097, 800.317, 0.205, 3.806, 5.404, 
3, DoE-7, -, 380, 0.1, 0.9, 0.2, diff-waiting-time, -0.000, 7.358, 107.600, 0.361, 6.706, 7.921, 
3, DoE-8, -, 380, 0.1, 0.9, 0.2, average-speed-2, 1.133, 94.562, 1187096.432, 0.061, 1.133, 1.890, 
3, DoE-9, -, 380, 0.1, 0.9, 0.3, diff-waiting-time, -0.000, 8.035, 127.802, 0.345, 6.407, 7.716, 
3, DoE-10, -, 380, 0.1, 0.9, 0.3, average-speed-2, 4.228, 18.134, 1101.203, 0.228, 4.228, 5.829, 
3, DoE-11, -, 380, 0.1, 0.9, 0.4, diff-waiting-time, -0.000, 9.788, 164.298, 0.317, 5.881, 7.309, 
3, DoE-12, -, 380, 0.1, 0.9, 0.4, average-speed-2, 1.091, 97.682, 4308.857, 0.059, 1.091, 1.896, 
3, DoE-13, -, 380, 0.1, 0.99, 0.2, diff-waiting-time, -0.000, 5.603, 70.019, 0.400, 7.440, 8.411, 
3, DoE-14, -, 380, 0.1, 0.99, 0.2, average-speed-2, 4.018, 20.368, 1382.959, 0.216, 4.018, 5.593, 
3, DoE-15, -, 380, 0.1, 0.99, 0.3, diff-waiting-time, -0.000, 6.768, 103.219, 0.374, 6.945, 8.078, 
3, DoE-16, -, 380, 0.1, 0.99, 0.3, average-speed-2, 3.391, 27.872, 2229.826, 0.182, 3.391, 4.875, 
3, DoE-17, -, 380, 0.1, 0.99, 0.4, diff-waiting-time, -0.000, 8.275, 408.472, 0.351, 6.514, 7.779, 
3, DoE-18, -, 380, 0.1, 0.99, 0.4, average-speed-2, 3.820, 22.624, 1575.388, 0.206, 3.820, 5.364, 
3, DoE-19, -, 380, 0.3, 0.8, 0.2, diff-waiting-time, -0.000, 8.308, 413.792, 0.350, 6.500, 7.770, 
