RunNo, ExperimentNo, InitialTrainingSeed, TestingSeed, LearningRate, DiscountRate, Epsilon, RewardType, MeanReward, MeanStopped, MeanWaitingTime, MeanAverageSpeed, MeanAverageSpeed2, MeanAverageSpeedCrossCheck, 
4, DoE-1, -, 480, 0.1, 0.8, 0.2, diff-waiting-time, -0.000, 6.187, 82.696, 0.387, 7.180, 8.240, 
4, DoE-2, -, 480, 0.1, 0.8, 0.2, average-speed-2, 2.042, 60.123, 4577.448, 0.110, 2.042, 3.202, 
4, DoE-3, -, 480, 0.1, 0.8, 0.3, diff-waiting-time, 0.000, 6.482, 94.405, 0.381, 7.079, 8.200, 
4, DoE-4, -, 480, 0.1, 0.8, 0.3, average-speed-2, 3.656, 22.391, 845.460, 0.197, 3.656, 5.260, 
4, DoE-5, -, 480, 0.1, 0.8, 0.4, diff-waiting-time, -0.000, 7.130, 103.884, 0.366, 6.792, 7.975, 
4, DoE-6, -, 480, 0.1, 0.8, 0.4, average-speed-2, 3.364, 27.242, 2159.385, 0.181, 3.364, 4.870, 
4, DoE-7, -, 480, 0.1, 0.9, 0.2, diff-waiting-time, -0.000, 5.942, 82.675, 0.390, 7.238, 8.291, 
4, DoE-8, -, 480, 0.1, 0.9, 0.2, average-speed-2, 3.385, 27.711, 1881.389, 0.182, 3.385, 4.920, 
4, DoE-9, -, 480, 0.1, 0.9, 0.3, diff-waiting-time, -0.000, 9.057, 146.494, 0.328, 6.098, 7.477, 
4, DoE-10, -, 480, 0.1, 0.9, 0.3, average-speed-2, 3.976, 22.030, 1730.324, 0.214, 3.976, 5.488, 
4, DoE-11, -, 480, 0.1, 0.9, 0.4, diff-waiting-time, -0.000, 6.448, 91.050, 0.380, 7.051, 8.165, 
4, DoE-12, -, 480, 0.1, 0.9, 0.4, average-speed-2, 3.885, 25.463, 1297.383, 0.209, 3.885, 5.355, 
4, DoE-13, -, 480, 0.1, 0.99, 0.2, diff-waiting-time, -0.000, 6.021, 78.584, 0.391, 7.267, 8.296, 
4, DoE-14, -, 480, 0.1, 0.99, 0.2, average-speed-2, 1.539, 82.587, 705672.772, 0.083, 1.539, 2.452, 
4, DoE-15, -, 480, 0.1, 0.99, 0.3, diff-waiting-time, 0.000, 6.499, 94.820, 0.381, 7.073, 8.194, 
4, DoE-16, -, 480, 0.1, 0.99, 0.3, average-speed-2, 4.196, 18.709, 1242.819, 0.226, 4.196, 5.784, 
4, DoE-17, -, 480, 0.1, 0.99, 0.4, diff-waiting-time, -0.000, 8.343, 472.958, 0.347, 6.441, 7.710, 
4, DoE-18, -, 480, 0.1, 0.99, 0.4, average-speed-2, 4.245, 17.492, 460.877, 0.229, 4.245, 5.891, 
4, DoE-19, -, 480, 0.3, 0.8, 0.2, diff-waiting-time, -0.000, 5.679, 75.919, 0.401, 7.443, 8.436, 
4, DoE-20, -, 480, 0.3, 0.8, 0.2, average-speed-2, 3.080, 32.384, 2915.933, 0.166, 3.080, 4.517, 
4, DoE-21, -, 480, 0.3, 0.8, 0.3, diff-waiting-time, -0.000, 8.573, 136.164, 0.336, 6.256, 7.598, 
4, DoE-22, -, 480, 0.3, 0.8, 0.3, average-speed-2, 1.986, 48.207, 1073.479, 0.107, 1.986, 3.270, 
4, DoE-23, -, 480, 0.3, 0.8, 0.4, diff-waiting-time, -0.000, 6.959, 103.403, 0.366, 6.814, 7.999, 
4, DoE-24, -, 480, 0.3, 0.8, 0.4, average-speed-2, 3.653, 22.894, 1551.936, 0.197, 3.653, 5.247, 
4, DoE-25, -, 480, 0.3, 0.9, 0.2, diff-waiting-time, -0.000, 6.104, 84.242, 0.385, 7.170, 8.242, 
4, DoE-26, -, 480, 0.3, 0.9, 0.2, average-speed-2, 3.932, 21.424, 1670.773, 0.212, 3.932, 5.472, 
4, DoE-27, -, 480, 0.3, 0.9, 0.3, diff-waiting-time, -0.000, 6.993, 99.858, 0.368, 6.835, 8.007, 
4, DoE-28, -, 480, 0.3, 0.9, 0.3, average-speed-2, 1.808, 61.558, 2240.235, 0.097, 1.808, 2.924, 
4, DoE-29, -, 480, 0.3, 0.9, 0.4, diff-waiting-time, -0.000, 6.494, 88.473, 0.379, 7.043, 8.151, 
4, DoE-30, -, 480, 0.3, 0.9, 0.4, average-speed-2, 4.206, 21.000, 946.155, 0.227, 4.206, 5.737, 
4, DoE-31, -, 480, 0.3, 0.99, 0.2, diff-waiting-time, -0.000, 7.347, 108.480, 0.360, 6.701, 7.917, 
4, DoE-32, -, 480, 0.3, 0.99, 0.2, average-speed-2, 3.360, 29.436, 2645.726, 0.181, 3.360, 4.821, 
4, DoE-33, -, 480, 0.3, 0.99, 0.3, diff-waiting-time, -0.000, 7.331, 113.571, 0.362, 6.727, 7.957, 
4, DoE-34, -, 480, 0.3, 0.99, 0.3, average-speed-2, 1.009, 101.436, 9656.416, 0.054, 1.009, 1.733, 
4, DoE-35, -, 480, 0.3, 0.99, 0.4, diff-waiting-time, -0.000, 12.493, 559.817, 0.281, 5.212, 6.746, 
4, DoE-36, -, 480, 0.3, 0.99, 0.4, average-speed-2, 1.451, 88.831, 6787.660, 0.078, 1.451, 2.356, 
4, DoE-37, -, 480, 0.5, 0.8, 0.2, diff-waiting-time, -0.000, 6.451, 88.549, 0.381, 7.062, 8.163, 
4, DoE-38, -, 480, 0.5, 0.8, 0.2, average-speed-2, 3.910, 21.761, 1686.285, 0.210, 3.910, 5.449, 
4, DoE-39, -, 480, 0.5, 0.8, 0.3, diff-waiting-time, -0.000, 6.796, 96.851, 0.373, 6.925, 8.076, 
4, DoE-40, -, 480, 0.5, 0.8, 0.3, average-speed-2, 4.248, 18.183, 806.424, 0.229, 4.248, 5.844, 
4, DoE-41, -, 480, 0.5, 0.8, 0.4, diff-waiting-time, -0.000, 6.330, 86.894, 0.384, 7.133, 8.204, 
4, DoE-42, -, 480, 0.5, 0.8, 0.4, average-speed-2, 2.909, 34.332, 2689.178, 0.157, 2.909, 4.347, 
4, DoE-43, -, 480, 0.5, 0.9, 0.2, diff-waiting-time, -0.000, 8.581, 510.622, 0.343, 6.359, 7.655, 
4, DoE-44, -, 480, 0.5, 0.9, 0.2, average-speed-2, 3.423, 26.534, 2095.932, 0.184, 3.423, 4.927, 
4, DoE-45, -, 480, 0.5, 0.9, 0.3, diff-waiting-time, -0.000, 7.624, 114.421, 0.356, 6.605, 7.843, 
4, DoE-46, -, 480, 0.5, 0.9, 0.3, average-speed-2, 2.576, 42.638, 2653.673, 0.139, 2.576, 3.903, 
4, DoE-47, -, 480, 0.5, 0.9, 0.4, diff-waiting-time, 0.000, 6.988, 106.335, 0.370, 6.870, 8.055, 
4, DoE-48, -, 480, 0.5, 0.9, 0.4, average-speed-2, 5.458, 11.890, 592.115, 0.294, 5.458, 6.951, 
4, DoE-49, -, 480, 0.5, 0.99, 0.2, diff-waiting-time, -0.000, 7.332, 121.794, 0.357, 6.635, 7.863, 
4, DoE-50, -, 480, 0.5, 0.99, 0.2, average-speed-2, 1.335, 91.282, 8155.484, 0.072, 1.335, 2.164, 
4, DoE-51, -, 480, 0.5, 0.99, 0.3, diff-waiting-time, -0.000, 12.781, 542.092, 0.275, 5.107, 6.650, 
4, DoE-52, -, 480, 0.5, 0.99, 0.3, average-speed-2, 3.506, 26.074, 2084.844, 0.189, 3.506, 5.010, 
4, DoE-53, -, 480, 0.5, 0.99, 0.4, diff-waiting-time, -0.000, 5.843, 81.277, 0.395, 7.334, 8.369, 
4, DoE-54, -, 480, 0.5, 0.99, 0.4, average-speed-2, 2.530, 46.335, 1987.623, 0.136, 2.530, 3.843, 
