step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,J0_stopped,J0_stopped_cross_check,J0_accumulated_waiting_time,J0_average_speed,J0_average_speed_2,J0_average_speed_cross_check,J0_average_co2_emission_tl,J0_average_co_emission_tl,J0_average_fuel_consumption_tl,J0_average_noise_emission_tl,J0_average_co2_emission,J0_average_co_emission,J0_average_fuel_consumptions,J0_average_noise_emissions,agents_total_stopped,agents_total_accumulated_waiting_time,reward
5.0,0,0.0,0.0,3.2,0,0,0.0,0.14830859797664653,3.2,3.2,2957.2128888888888,119.33884444444446,1.27123066786463,60.76428739749968,2957.2128888888888,119.33884444444446,1.27123066786463,60.76428739749968,0,0.0,0.0
10.0,0,0.0,0.0,7.199999999999999,0,0,0.0,0.33369434544745463,7.199999999999999,7.199999999999999,3598.906222222222,79.22817777777779,1.5470401916741536,62.79428101007735,3598.906222222222,79.22817777777779,1.5470401916741536,62.79428101007735,0,0.0,0.0
15.0,0,0.0,0.0,7.085714285714287,0,0,0.0,0.33499614475464884,7.085714285714287,7.085714285714287,3754.2589841269846,93.19481904761906,1.6138234372994484,62.968867467200766,3754.258984126985,93.19481904761906,1.6138234372994484,62.968867467200766,0,0.0,0.0
20.0,0,0.0,0.0,11.085714285714287,0,0,0.0,0.5368782295985003,11.085714285714289,11.085714285714287,4639.975174603176,71.09659682539686,1.9945321182561082,65.13957262589578,4639.975174603176,71.09659682539686,1.9945321182561082,65.13957262589578,0,0.0,0.0
25.0,3,0.0,0.0,10.560000000000002,3,3,0.0,0.5171322201096461,10.56,10.560000000000002,4831.240622222224,96.71175111111116,2.0767572087451347,63.98395911231768,4831.240622222224,96.71175111111117,2.0767572087451347,63.98395911231766,3,0.0,0.0
30.0,0,0.0,0.0,13.920705153181478,0,0,0.0,0.6868389387292103,13.920705153181482,13.920705153181478,3992.583526553878,51.87365695344461,1.7162522539489669,66.1531463564809,3992.583526553878,51.87365695344461,1.716252253948967,66.15314635648089,0,0.0,0.0
35.0,0,0.0,0.0,14.347152030389239,0,0,0.0,0.7190003814319351,14.347152030389243,14.347152030389239,2451.611153350351,29.789494298433105,1.0538465892944775,64.9063520730053,2451.611153350351,29.789494298433105,1.0538465892944775,64.9063520730053,0,0.0,0.0
40.0,3,6.0,0.46153846153846156,8.16170527684486,3,3,6.0,0.44162082680159676,8.161705276844858,8.16170527684486,3311.7820358410872,85.94131715870068,1.4236266024353448,62.42838959771864,3311.7820358410877,85.94131715870068,1.4236266024353448,62.42838959771864,3,6.0,-0.06
45.0,2,14.0,1.0769230769230769,10.343049201070388,2,2,14.0,0.5901381991758506,11.012582191495373,10.343049201070388,3802.1951405103264,68.69239595959594,1.6344197001310676,64.07788768530021,3777.2764922907236,72.59724436349151,1.6237100123442747,63.864427530152135,2,14.0,-0.08000000000000002
50.0,2,24.0,1.5,9.420991347432064,2,2,22.0,0.5155160696451561,9.187034116482161,9.420991347432064,3445.251733333335,85.34283259259264,1.4809868982729364,62.63838753248821,3371.1411132648905,80.0089055555556,1.4491297719559326,62.716679506952005,2,22.0,-0.07999999999999999
