RunNo, ExperimentNo, Scenario, Type, InitialTrainingSeed, TestingSeed, LearningRate, DiscountRate, Epsilon, RewardType, MeanReward, MeanStopped, MeanWaitingTime, MeanAverageSpeed, MeanAverageSpeed2, MeanAverageSpeedCrossCheck, MeanAverageCO2EmissionTL, MeanAverageCOEmissionTL, MeanAverageFuelConsumptionTL, MeanAverageNoiseEmissionTL, MeanAverageCO2Emission, MeanAverageCOEmission, MeanAverageFuelConsumption, MeanAverageNoiseEmission, 
2, DE-Enhanced-S2-1, ../nets/roundabout/input_routes_roundabout_auto_v1-1.rou.xml, testing, -, 280, 0.5, 0.99, 0.2, diff-waiting-time, -0.000 +/- 0.746, 8.986 +/- 2.100, 153.224 +/- 82.457, 0.328 +/- 0.051, 6.091 +/- 0.887, 7.495 +/- 0.565, 3062.995 +/- 174.242, 101.551 +/- 10.003, 1.317 +/- 0.075, 60.115 +/- 0.883, 2565.044 +/- 197.803, 71.748 +/- 5.600, 1.103 +/- 0.085, 60.915 +/- 0.573, 
2, DE-Enhanced-S2-1, ../nets/roundabout/input_routes_roundabout_auto_v1-1.rou.xml, baseline, -, 280, 0.5, 0.99, 0.2, diff-waiting-time, -144.034 +/- 24.800, 144.034 +/- 24.800, 3240.569 +/- 586.587, 0.038 +/- 0.034, 0.709 +/- 0.625, 1.265 +/- 0.716, 2540.032 +/- 69.750, 147.373 +/- 5.862, 1.092 +/- 0.030, 56.333 +/- 0.453, 2503.629 +/- 56.665, 139.877 +/- 7.660, 1.076 +/- 0.024, 56.699 +/- 0.503, 
2, DE-Enhanced-S2-2, ../nets/roundabout/input_routes_roundabout_auto_v1-2.rou.xml, testing, -, 280, 0.5, 0.99, 0.2, diff-waiting-time, -0.000 +/- 1.435, 6.649 +/- 1.878, 499.980 +/- 364.283, 0.346 +/- 0.077, 6.398 +/- 1.380, 7.701 +/- 0.854, 3055.723 +/- 258.771, 99.624 +/- 13.054, 1.314 +/- 0.111, 60.257 +/- 1.166, 2605.754 +/- 257.824, 70.929 +/- 9.393, 1.120 +/- 0.111, 61.010 +/- 0.752, 
2, DE-Enhanced-S2-2, ../nets/roundabout/input_routes_roundabout_auto_v1-2.rou.xml, baseline, -, 280, 0.5, 0.99, 0.2, diff-waiting-time, -5.527 +/- 1.203, 5.527 +/- 1.203, 82.195 +/- 41.222, 0.359 +/- 0.063, 6.688 +/- 1.130, 7.914 +/- 0.690, 3118.427 +/- 280.242, 97.383 +/- 10.959, 1.341 +/- 0.120, 60.591 +/- 1.084, 2603.749 +/- 246.850, 68.014 +/- 6.432, 1.119 +/- 0.106, 61.258 +/- 0.645, 
2, DE-Enhanced-S2-3, ../nets/roundabout/input_routes_roundabout_auto_v1-3.rou.xml, testing, -, 280, 0.5, 0.99, 0.2, diff-waiting-time, -0.000 +/- 1.347, 6.636 +/- 1.886, 448.492 +/- 314.954, 0.343 +/- 0.079, 6.366 +/- 1.440, 7.669 +/- 0.874, 3064.653 +/- 270.110, 100.202 +/- 13.353, 1.317 +/- 0.116, 60.291 +/- 1.214, 2610.362 +/- 259.578, 71.210 +/- 9.440, 1.122 +/- 0.112, 61.021 +/- 0.768, 
2, DE-Enhanced-S2-3, ../nets/roundabout/input_routes_roundabout_auto_v1-3.rou.xml, baseline, -, 280, 0.5, 0.99, 0.2, diff-waiting-time, -52.906 +/- 7.942, 52.906 +/- 7.942, 1207.993 +/- 204.127, 0.074 +/- 0.035, 1.379 +/- 0.653, 2.388 +/- 0.674, 2612.358 +/- 80.611, 142.704 +/- 6.468, 1.123 +/- 0.035, 56.796 +/- 0.492, 2536.371 +/- 87.321, 128.592 +/- 7.336, 1.090 +/- 0.038, 57.450 +/- 0.497, 
2, DE-Enhanced-S2-4, ../nets/roundabout/input_routes_roundabout_auto_v1-4.rou.xml, testing, -, 280, 0.5, 0.99, 0.2, diff-waiting-time, 0.000 +/- 1.212, 3.480 +/- 1.970, 336.695 +/- 341.599, 0.283 +/- 0.250, 5.203 +/- 4.862, 6.781 +/- 3.357, 2900.400 +/- 888.441, 110.582 +/- 39.323, 1.247 +/- 0.382, 59.174 +/- 3.718, 2679.172 +/- 616.365, 82.855 +/- 31.064, 1.152 +/- 0.265, 60.231 +/- 2.486, 
2, DE-Enhanced-S2-4, ../nets/roundabout/input_routes_roundabout_auto_v1-4.rou.xml, baseline, -, 280, 0.5, 0.99, 0.2, diff-waiting-time, -1.190 +/- 1.032, 1.190 +/- 1.032, 12.332 +/- 20.117, 0.406 +/- 0.345, 7.457 +/- 6.713, 8.959 +/- 3.694, 2963.552 +/- 1315.096, 85.173 +/- 54.264, 1.274 +/- 0.565, 60.324 +/- 5.248, 2747.725 +/- 768.721, 56.703 +/- 28.728, 1.181 +/- 0.330, 61.492 +/- 2.820, 
2, DE-Enhanced-S2-5, ../nets/roundabout/input_routes_roundabout_auto_v1-5.rou.xml, testing, -, 280, 0.5, 0.99, 0.2, diff-waiting-time, -0.000 +/- 0.827, 13.936 +/- 5.772, 249.499 +/- 145.076, 0.304 +/- 0.061, 5.651 +/- 1.116, 7.080 +/- 0.926, 3025.979 +/- 174.050, 105.348 +/- 10.503, 1.301 +/- 0.075, 59.826 +/- 1.001, 2544.199 +/- 139.842, 76.101 +/- 10.414, 1.094 +/- 0.060, 60.645 +/- 0.736, 
2, DE-Enhanced-S2-5, ../nets/roundabout/input_routes_roundabout_auto_v1-5.rou.xml, baseline, -, 280, 0.5, 0.99, 0.2, diff-waiting-time, -201.641 +/- 24.355, 201.641 +/- 24.355, 4587.893 +/- 572.712, 0.027 +/- 0.026, 0.495 +/- 0.496, 0.891 +/- 0.543, 2518.978 +/- 57.304, 149.008 +/- 4.366, 1.083 +/- 0.025, 56.186 +/- 0.370, 2502.319 +/- 51.752, 143.786 +/- 5.346, 1.076 +/- 0.022, 56.446 +/- 0.394, 
