RunNo, ExperimentNo, Scenario, Type, InitialTrainingSeed, TestingSeed, LearningRate, DiscountRate, Epsilon, RewardType, MeanReward, MeanStopped, MeanWaitingTime, MeanAverageSpeed, MeanAverageSpeed2, MeanAverageSpeedCrossCheck, MeanAverageCO2EmissionTL, MeanAverageCOEmissionTL, MeanAverageFuelConsumptionTL, MeanAverageNoiseEmissionTL, MeanAverageCO2Emission, MeanAverageCOEmission, MeanAverageFuelConsumption, MeanAverageNoiseEmission, 
4, DE-Enhanced-S2-1, ../nets/roundabout/input_routes_roundabout_auto_v1-1.rou.xml, testing, -, 480, 0.5, 0.99, 0.2, diff-waiting-time, -0.000 +/- 1.415, 8.235 +/- 1.817, 499.196 +/- 349.097, 0.352 +/- 0.052, 6.535 +/- 0.930, 7.797 +/- 0.654, 3105.106 +/- 220.515, 99.247 +/- 9.254, 1.335 +/- 0.095, 60.443 +/- 0.937, 2567.485 +/- 208.706, 69.346 +/- 7.726, 1.104 +/- 0.090, 61.122 +/- 0.607, 
4, DE-Enhanced-S2-1, ../nets/roundabout/input_routes_roundabout_auto_v1-1.rou.xml, baseline, -, 480, 0.5, 0.99, 0.2, diff-waiting-time, -143.948 +/- 24.820, 143.948 +/- 24.820, 3238.428 +/- 587.128, 0.038 +/- 0.034, 0.710 +/- 0.626, 1.265 +/- 0.716, 2540.098 +/- 68.736, 147.373 +/- 5.792, 1.092 +/- 0.030, 56.334 +/- 0.458, 2504.010 +/- 55.751, 139.877 +/- 7.616, 1.076 +/- 0.024, 56.700 +/- 0.507, 
4, DE-Enhanced-S2-2, ../nets/roundabout/input_routes_roundabout_auto_v1-2.rou.xml, testing, -, 480, 0.5, 0.99, 0.2, diff-waiting-time, -0.000 +/- 1.827, 9.622 +/- 2.689, 837.071 +/- 565.151, 0.295 +/- 0.071, 5.472 +/- 1.284, 6.956 +/- 0.964, 3025.718 +/- 232.987, 110.339 +/- 12.933, 1.301 +/- 0.100, 59.713 +/- 0.973, 2616.061 +/- 262.974, 80.624 +/- 12.917, 1.125 +/- 0.113, 60.555 +/- 0.698, 
4, DE-Enhanced-S2-2, ../nets/roundabout/input_routes_roundabout_auto_v1-2.rou.xml, baseline, -, 480, 0.5, 0.99, 0.2, diff-waiting-time, -5.059 +/- 1.237, 5.059 +/- 1.237, 71.631 +/- 40.119, 0.373 +/- 0.065, 6.945 +/- 1.188, 8.086 +/- 0.717, 3138.158 +/- 289.695, 94.992 +/- 11.190, 1.349 +/- 0.125, 60.760 +/- 1.131, 2602.228 +/- 253.001, 65.935 +/- 6.624, 1.119 +/- 0.109, 61.365 +/- 0.668, 
4, DE-Enhanced-S2-3, ../nets/roundabout/input_routes_roundabout_auto_v1-3.rou.xml, testing, -, 480, 0.5, 0.99, 0.2, diff-waiting-time, -0.000 +/- 1.319, 6.295 +/- 1.713, 428.238 +/- 315.370, 0.354 +/- 0.069, 6.585 +/- 1.265, 7.832 +/- 0.849, 3094.231 +/- 271.798, 98.956 +/- 11.422, 1.330 +/- 0.117, 60.440 +/- 1.062, 2594.741 +/- 249.400, 69.529 +/- 9.450, 1.115 +/- 0.107, 61.128 +/- 0.694, 
4, DE-Enhanced-S2-3, ../nets/roundabout/input_routes_roundabout_auto_v1-3.rou.xml, baseline, -, 480, 0.5, 0.99, 0.2, diff-waiting-time, -54.069 +/- 8.815, 54.069 +/- 8.815, 1234.775 +/- 228.167, 0.073 +/- 0.039, 1.366 +/- 0.714, 2.361 +/- 0.737, 2610.827 +/- 88.340, 142.725 +/- 7.004, 1.122 +/- 0.038, 56.781 +/- 0.534, 2536.320 +/- 86.534, 128.824 +/- 8.029, 1.090 +/- 0.037, 57.427 +/- 0.534, 
4, DE-Enhanced-S2-4, ../nets/roundabout/input_routes_roundabout_auto_v1-4.rou.xml, testing, -, 480, 0.5, 0.99, 0.2, diff-waiting-time, -0.000 +/- 1.292, 3.959 +/- 1.734, 396.051 +/- 319.293, 0.254 +/- 0.222, 4.678 +/- 4.317, 6.363 +/- 3.183, 2885.771 +/- 788.995, 116.501 +/- 34.328, 1.241 +/- 0.339, 58.874 +/- 3.351, 2699.928 +/- 590.724, 88.468 +/- 28.841, 1.161 +/- 0.254, 60.008 +/- 2.372, 
4, DE-Enhanced-S2-4, ../nets/roundabout/input_routes_roundabout_auto_v1-4.rou.xml, baseline, -, 480, 0.5, 0.99, 0.2, diff-waiting-time, -1.190 +/- 1.029, 1.190 +/- 1.029, 12.299 +/- 20.076, 0.407 +/- 0.345, 7.460 +/- 6.705, 8.947 +/- 3.697, 2961.355 +/- 1311.882, 84.976 +/- 54.127, 1.273 +/- 0.564, 60.318 +/- 5.254, 2745.636 +/- 766.702, 56.693 +/- 28.781, 1.180 +/- 0.330, 61.480 +/- 2.830, 
4, DE-Enhanced-S2-5, ../nets/roundabout/input_routes_roundabout_auto_v1-5.rou.xml, testing, -, 480, 0.5, 0.99, 0.2, diff-waiting-time, -0.001 +/- 0.956, 26.524 +/- 2.965, 538.270 +/- 85.632, 0.200 +/- 0.026, 3.702 +/- 0.475, 5.341 +/- 0.387, 2862.300 +/- 112.195, 122.535 +/- 6.049, 1.230 +/- 0.048, 58.522 +/- 0.555, 2551.564 +/- 108.419, 95.623 +/- 4.835, 1.097 +/- 0.047, 59.519 +/- 0.412, 
4, DE-Enhanced-S2-5, ../nets/roundabout/input_routes_roundabout_auto_v1-5.rou.xml, baseline, -, 480, 0.5, 0.99, 0.2, diff-waiting-time, -201.611 +/- 24.380, 201.611 +/- 24.380, 4587.266 +/- 572.914, 0.027 +/- 0.027, 0.496 +/- 0.499, 0.892 +/- 0.544, 2519.052 +/- 56.790, 149.009 +/- 4.318, 1.083 +/- 0.024, 56.187 +/- 0.374, 2502.537 +/- 50.516, 143.787 +/- 5.319, 1.076 +/- 0.022, 56.447 +/- 0.398, 
4, DE-Enhanced-S2-6, ../nets/roundabout/input_routes_roundabout_auto_v1-6.rou.xml, testing, -, 480, 0.5, 0.99, 0.2, diff-waiting-time, -0.000 +/- 1.306, 8.789 +/- 1.722, 443.842 +/- 290.427, 0.341 +/- 0.048, 6.338 +/- 0.846, 7.660 +/- 0.619, 3091.260 +/- 204.044, 100.931 +/- 8.272, 1.329 +/- 0.088, 60.310 +/- 0.858, 2576.195 +/- 192.207, 70.921 +/- 6.998, 1.107 +/- 0.083, 61.028 +/- 0.570, 
4, DE-Enhanced-S2-6, ../nets/roundabout/input_routes_roundabout_auto_v1-6.rou.xml, baseline, -, 480, 0.5, 0.99, 0.2, diff-waiting-time, -143.037 +/- 24.223, 143.037 +/- 24.223, 3220.403 +/- 576.070, 0.038 +/- 0.032, 0.704 +/- 0.590, 1.262 +/- 0.671, 2539.066 +/- 68.615, 147.394 +/- 5.505, 1.092 +/- 0.029, 56.330 +/- 0.437, 2503.184 +/- 58.258, 139.885 +/- 7.136, 1.076 +/- 0.025, 56.697 +/- 0.477, 
4, DE-Enhanced-S2-7, ../nets/roundabout/input_routes_roundabout_auto_v1-7.rou.xml, testing, -, 480, 0.5, 0.99, 0.2, diff-waiting-time, -0.000 +/- 1.290, 8.420 +/- 1.905, 428.234 +/- 293.412, 0.348 +/- 0.052, 6.469 +/- 0.941, 7.749 +/- 0.661, 3101.245 +/- 206.327, 99.682 +/- 8.627, 1.333 +/- 0.089, 60.399 +/- 0.904, 2568.726 +/- 206.332, 69.748 +/- 7.276, 1.104 +/- 0.089, 61.088 +/- 0.593, 
