RunNo, ExperimentNo, Scenario, Type, InitialTrainingSeed, TestingSeed, LearningRate, DiscountRate, Epsilon, RewardType, MeanReward, MeanStopped, MeanWaitingTime, MeanAverageSpeed, MeanAverageSpeed2, MeanAverageSpeedCrossCheck, MeanAverageCO2EmissionTL, MeanAverageCOEmissionTL, MeanAverageFuelConsumptionTL, MeanAverageNoiseEmissionTL, MeanAverageCO2Emission, MeanAverageCOEmission, MeanAverageFuelConsumption, MeanAverageNoiseEmission, 
1, DE-Enhanced-S2-1, ../nets/roundabout/input_routes_roundabout_auto_v1-1.rou.xml, testing, -, 180, 0.5, 0.99, 0.2, diff-waiting-time, -0.000, 6.285, 88.652, 0.386, 7.160, 8.224, 3136.781, 91.936, 1.348, 60.846, 2552.825, 63.402, 1.097, 61.390, 
1, DE-Enhanced-S2-1, ../nets/roundabout/input_routes_roundabout_auto_v1-1.rou.xml, baseline, -, 180, 0.5, 0.99, 0.2, diff-waiting-time, -144.193, 144.193, 3244.033, 0.038, 0.700, 1.254, 2538.971, 147.459, 1.091, 56.327, 2503.803, 140.003, 1.076, 56.693, 
1, DE-Enhanced-S2-2, ../nets/roundabout/input_routes_roundabout_auto_v1-2.rou.xml, testing, -, 180, 0.5, 0.99, 0.2, diff-waiting-time, -0.000, 4.084, 50.045, 0.405, 7.499, 8.470, 3136.199, 87.615, 1.348, 60.970, 2575.531, 60.459, 1.107, 61.501, 
1, DE-Enhanced-S2-2, ../nets/roundabout/input_routes_roundabout_auto_v1-2.rou.xml, baseline, -, 180, 0.5, 0.99, 0.2, diff-waiting-time, -5.008, 5.008, 70.700, 0.374, 6.965, 8.099, 3137.075, 94.717, 1.349, 60.768, 2599.383, 65.681, 1.117, 61.369, 
1, DE-Enhanced-S2-3, ../nets/roundabout/input_routes_roundabout_auto_v1-3.rou.xml, testing, -, 180, 0.5, 0.99, 0.2, diff-waiting-time, -0.000, 4.731, 71.717, 0.390, 7.240, 8.254, 3146.345, 91.558, 1.353, 60.894, 2580.371, 63.636, 1.109, 61.413, 
1, DE-Enhanced-S2-3, ../nets/roundabout/input_routes_roundabout_auto_v1-3.rou.xml, baseline, -, 180, 0.5, 0.99, 0.2, diff-waiting-time, -54.682, 54.682, 1248.799, 0.073, 1.360, 2.349, 2611.666, 142.817, 1.123, 56.786, 2537.533, 128.979, 1.091, 57.427, 
1, DE-Enhanced-S2-4, ../nets/roundabout/input_routes_roundabout_auto_v1-4.rou.xml, testing, -, 180, 0.5, 0.99, 0.2, diff-waiting-time, -0.000, 1.436, 22.448, 0.393, 7.189, 8.402, 2922.124, 88.155, 1.256, 60.241, 2661.420, 61.321, 1.144, 61.139, 
1, DE-Enhanced-S2-4, ../nets/roundabout/input_routes_roundabout_auto_v1-4.rou.xml, baseline, -, 180, 0.5, 0.99, 0.2, diff-waiting-time, -1.191, 1.191, 12.333, 0.407, 7.462, 8.951, 2956.401, 84.881, 1.271, 60.321, 2743.269, 56.640, 1.179, 61.484, 
1, DE-Enhanced-S2-5, ../nets/roundabout/input_routes_roundabout_auto_v1-5.rou.xml, testing, -, 180, 0.5, 0.99, 0.2, diff-waiting-time, -0.000, 16.747, 311.767, 0.267, 4.951, 6.543, 2973.382, 111.852, 1.278, 59.394, 2555.644, 82.401, 1.099, 60.321, 
1, DE-Enhanced-S2-5, ../nets/roundabout/input_routes_roundabout_auto_v1-5.rou.xml, baseline, -, 180, 0.5, 0.99, 0.2, diff-waiting-time, -201.681, 201.681, 4588.830, 0.027, 0.497, 0.893, 2519.025, 148.995, 1.083, 56.187, 2502.761, 143.772, 1.076, 56.448, 
1, DE-Enhanced-S2-6, ../nets/roundabout/input_routes_roundabout_auto_v1-6.rou.xml, testing, -, 180, 0.5, 0.99, 0.2, diff-waiting-time, -0.000, 7.310, 112.287, 0.359, 6.669, 7.897, 3117.492, 96.729, 1.340, 60.555, 2572.373, 67.388, 1.106, 61.214, 
1, DE-Enhanced-S2-6, ../nets/roundabout/input_routes_roundabout_auto_v1-6.rou.xml, baseline, -, 180, 0.5, 0.99, 0.2, diff-waiting-time, -143.000, 143.000, 3219.868, 0.038, 0.704, 1.262, 2539.314, 147.404, 1.092, 56.330, 2503.107, 139.887, 1.076, 56.697, 
1, DE-Enhanced-S2-7, ../nets/roundabout/input_routes_roundabout_auto_v1-7.rou.xml, testing, -, 180, 0.5, 0.99, 0.2, diff-waiting-time, -0.000, 6.804, 123.455, 0.376, 6.957, 8.080, 3124.885, 94.032, 1.343, 60.724, 2562.740, 65.315, 1.102, 61.287, 
1, DE-Enhanced-S2-7, ../nets/roundabout/input_routes_roundabout_auto_v1-7.rou.xml, baseline, -, 180, 0.5, 0.99, 0.2, diff-waiting-time, -128.991, 128.991, 2951.393, 0.040, 0.747, 1.338, 2551.239, 147.510, 1.097, 56.354, 2513.393, 139.499, 1.080, 56.739, 
1, DE-Enhanced-S2-8, ../nets/roundabout/input_routes_roundabout_auto_v1-8.rou.xml, testing, -, 180, 0.5, 0.99, 0.2, diff-waiting-time, -0.000, 3.615, 68.318, 0.367, 6.797, 8.017, 3075.309, 94.778, 1.322, 60.452, 2624.245, 66.697, 1.128, 61.173, 
1, DE-Enhanced-S2-8, ../nets/roundabout/input_routes_roundabout_auto_v1-8.rou.xml, baseline, -, 180, 0.5, 0.99, 0.2, diff-waiting-time, -2.428, 2.428, 28.068, 0.424, 7.838, 8.835, 3114.217, 84.045, 1.339, 61.098, 2633.584, 57.366, 1.132, 61.702, 
