RunNo, ExperimentNo, Scenario, Type, InitialTrainingSeed, TestingSeed, LearningRate, DiscountRate, Epsilon, RewardType, MeanReward, MeanStopped, MeanWaitingTime, MeanAverageSpeed, MeanAverageSpeed2, MeanAverageSpeedCrossCheck, MeanAverageCO2EmissionTL, MeanAverageCOEmissionTL, MeanAverageFuelConsumptionTL, MeanAverageNoiseEmissionTL, MeanAverageCO2Emission, MeanAverageCOEmission, MeanAverageFuelConsumption, MeanAverageNoiseEmission, 
3, DE-Enhanced-S2-1, ../nets/roundabout/input_routes_roundabout_auto_v1-1.rou.xml, testing, -, 380, 0.5, 0.99, 0.2, diff-waiting-time, -0.000 +/- 0.589, 7.052 +/- 1.486, 104.241 +/- 49.640, 0.367 +/- 0.053, 6.809 +/- 0.935, 7.998 +/- 0.573, 3116.327 +/- 220.502, 95.424 +/- 9.007, 1.340 +/- 0.095, 60.623 +/- 1.049, 2564.698 +/- 215.347, 66.333 +/- 5.619, 1.102 +/- 0.093, 61.263 +/- 0.645, 
3, DE-Enhanced-S2-1, ../nets/roundabout/input_routes_roundabout_auto_v1-1.rou.xml, baseline, -, 380, 0.5, 0.99, 0.2, diff-waiting-time, -144.046 +/- 24.799, 144.046 +/- 24.799, 3240.911 +/- 586.631, 0.038 +/- 0.033, 0.709 +/- 0.628, 1.265 +/- 0.718, 2540.131 +/- 70.133, 147.381 +/- 5.787, 1.092 +/- 0.030, 56.335 +/- 0.463, 2504.372 +/- 57.936, 139.894 +/- 7.591, 1.077 +/- 0.025, 56.701 +/- 0.511, 
3, DE-Enhanced-S2-2, ../nets/roundabout/input_routes_roundabout_auto_v1-2.rou.xml, testing, -, 380, 0.5, 0.99, 0.2, diff-waiting-time, -0.000 +/- 0.478, 4.657 +/- 1.290, 64.638 +/- 37.917, 0.387 +/- 0.076, 7.162 +/- 1.341, 8.273 +/- 0.774, 3113.953 +/- 314.356, 91.025 +/- 12.980, 1.339 +/- 0.135, 60.759 +/- 1.315, 2594.272 +/- 233.172, 63.121 +/- 6.999, 1.115 +/- 0.100, 61.377 +/- 0.769, 
3, DE-Enhanced-S2-2, ../nets/roundabout/input_routes_roundabout_auto_v1-2.rou.xml, baseline, -, 380, 0.5, 0.99, 0.2, diff-waiting-time, -5.510 +/- 1.205, 5.510 +/- 1.205, 81.783 +/- 41.184, 0.360 +/- 0.063, 6.697 +/- 1.142, 7.917 +/- 0.695, 3122.157 +/- 278.657, 97.274 +/- 10.950, 1.342 +/- 0.120, 60.589 +/- 1.099, 2604.013 +/- 246.892, 67.891 +/- 6.366, 1.119 +/- 0.106, 61.255 +/- 0.654, 
3, DE-Enhanced-S2-3, ../nets/roundabout/input_routes_roundabout_auto_v1-3.rou.xml, testing, -, 380, 0.5, 0.99, 0.2, diff-waiting-time, -0.000 +/- 0.459, 4.206 +/- 1.734, 58.744 +/- 45.922, 0.407 +/- 0.094, 7.558 +/- 1.747, 8.510 +/- 1.034, 3174.274 +/- 321.998, 89.000 +/- 14.548, 1.365 +/- 0.138, 61.111 +/- 1.439, 2600.513 +/- 357.913, 61.156 +/- 9.192, 1.118 +/- 0.154, 61.593 +/- 0.872, 
3, DE-Enhanced-S2-3, ../nets/roundabout/input_routes_roundabout_auto_v1-3.rou.xml, baseline, -, 380, 0.5, 0.99, 0.2, diff-waiting-time, -52.786 +/- 8.419, 52.786 +/- 8.419, 1205.129 +/- 214.509, 0.075 +/- 0.038, 1.395 +/- 0.718, 2.406 +/- 0.747, 2614.323 +/- 86.787, 142.548 +/- 6.976, 1.124 +/- 0.037, 56.806 +/- 0.534, 2538.593 +/- 91.071, 128.405 +/- 8.047, 1.091 +/- 0.039, 57.462 +/- 0.543, 
3, DE-Enhanced-S2-4, ../nets/roundabout/input_routes_roundabout_auto_v1-4.rou.xml, testing, -, 380, 0.5, 0.99, 0.2, diff-waiting-time, 0.000 +/- 0.218, 1.197 +/- 1.037, 12.470 +/- 20.416, 0.404 +/- 0.345, 7.447 +/- 6.729, 8.956 +/- 3.716, 2965.608 +/- 1323.343, 85.332 +/- 54.183, 1.275 +/- 0.569, 60.322 +/- 5.259, 2749.365 +/- 772.340, 56.797 +/- 28.779, 1.182 +/- 0.332, 61.496 +/- 2.827, 
3, DE-Enhanced-S2-4, ../nets/roundabout/input_routes_roundabout_auto_v1-4.rou.xml, baseline, -, 380, 0.5, 0.99, 0.2, diff-waiting-time, -1.198 +/- 1.039, 1.198 +/- 1.039, 12.352 +/- 20.117, 0.405 +/- 0.345, 7.459 +/- 6.726, 8.961 +/- 3.713, 2963.683 +/- 1327.547, 85.227 +/- 54.239, 1.274 +/- 0.571, 60.337 +/- 5.234, 2747.920 +/- 773.450, 56.750 +/- 28.773, 1.181 +/- 0.332, 61.500 +/- 2.816, 
3, DE-Enhanced-S2-5, ../nets/roundabout/input_routes_roundabout_auto_v1-5.rou.xml, testing, -, 380, 0.5, 0.99, 0.2, diff-waiting-time, -0.000 +/- 0.977, 19.294 +/- 2.410, 370.236 +/- 107.618, 0.245 +/- 0.028, 4.547 +/- 0.505, 6.179 +/- 0.395, 2935.148 +/- 137.653, 115.220 +/- 7.661, 1.262 +/- 0.059, 59.091 +/- 0.705, 2548.552 +/- 127.810, 86.295 +/- 5.590, 1.096 +/- 0.055, 60.064 +/- 0.496, 
3, DE-Enhanced-S2-5, ../nets/roundabout/input_routes_roundabout_auto_v1-5.rou.xml, baseline, -, 380, 0.5, 0.99, 0.2, diff-waiting-time, -201.620 +/- 24.327, 201.620 +/- 24.327, 4587.431 +/- 572.386, 0.027 +/- 0.026, 0.495 +/- 0.495, 0.891 +/- 0.541, 2518.920 +/- 55.860, 149.009 +/- 4.334, 1.083 +/- 0.024, 56.186 +/- 0.369, 2502.251 +/- 51.425, 143.784 +/- 5.283, 1.076 +/- 0.022, 56.446 +/- 0.395, 
3, DE-Enhanced-S2-6, ../nets/roundabout/input_routes_roundabout_auto_v1-6.rou.xml, testing, -, 380, 0.5, 0.99, 0.2, diff-waiting-time, -0.000 +/- 0.596, 7.386 +/- 1.595, 110.238 +/- 46.091, 0.363 +/- 0.047, 6.720 +/- 0.860, 7.922 +/- 0.594, 3112.249 +/- 231.319, 96.307 +/- 8.030, 1.338 +/- 0.099, 60.582 +/- 0.997, 2562.393 +/- 216.481, 67.212 +/- 6.071, 1.101 +/- 0.093, 61.219 +/- 0.622, 
